from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
9022003793035002,9022003793035001,1,,33010000133282082,33010000133197146
9022003793035002,9022003793035002,1,,33010000133282345,33010000131187509
9022003793051002,9022003793051001,1,,33010000133282345,33010000133193041
9022003793035002,9022003793035002,1,,33010000133282516,33010000131187357
9022003793051002,9022003793051001,1,,33010000133282516,33010000131187357
9022003793035002,9022003793035001,1,,33010000133282516,33010000133196498
9022003793035002,9022003793035001,1,,33010000133281905,33010000133193886
9022003793035002,9022003793035002,1,,33010000133281552,33010000131186685
9022003793051002,9022003793051001,1,,33010000133281552,33010000131186685
9022003793051002,9022003793051001,1,,33010000133281552,33010000133194924
9022003793035002,9022003793035002,1,,33010000133281609,33010000131186873
9022003793051002,9022003793051001,1,,33010000133281609,33010000131186873
9022003793051002,9022003793051001,1,,33010000133281609,33010000133195104
9022003793035002,9022003793035001,1,,33010000133281968,33010000133194654
9022003793035002,9022003793035001,1,,33010000133282025,33010000133193401
9022003793035002,9022003793035002,1,,33010000133282402,33010000131187661
9022003793051002,9022003793051001,1,,33010000133282402,33010000133193221
9022003705003001,9022003705003007,1,,33010000131414157,33010000129986960
9022003705003001,9022003705003012,1,,33010000131419623,33010000131312493
9022003705003001,9022003705003012,1,,33010000131417803,33010000131311352
9022003705003001,9022003705003012,1,,33010000131418583,33010000131314123
9022003705003001,9022003705003006,1,,33010000131419103,33010000129988162
9022003705003001,9022003705003012,1,,33010000131419103,33010000131311841
9022003705003001,9022003705003012,1,,33010000131419363,33010000131312167
9022003705003001,9022003705003005,1,,33010000131417283,33010000129989956
9022003705003001,9022003705003012,1,,33010000131417283,33010000131311026
9022003705003001,9022003705003012,1,,33010000131417543,33010000131311189
9022003705003001,9022003705003012,1,,33010000131418843,33010000131311515
9022003705003001,9022003705003012,1,,33010000129748172,33010000131314123
9022003705003001,9022003705003005,1,,33010000131397141,33010000129989956
9022003705003001,9022003705003012,1,,33010000131397141,33010000131311026
9022003705003001,9022003705003012,1,,33010000131400233,33010000131314286
9022003705003001,9022003705003012,1,,33010000131400233,33010000131317757
9022003705003001,9022003705003007,1,,33010000131401573,33010000129986960
9022003705003001,9022003705003012,1,,33010000131401573,33010000131318246
9022003705003001,9022003705003012,1,,33010000131401573,33010000131319415
9022003705003001,9022003705003006,1,,33010000131403985,33010000129988162
9022003705003001,9022003705003012,1,,33010000131403985,33010000131311841
9022003705003001,9022003705003004,1,,33010000131401841,33010000131151723
9022003705003001,9022003705003012,1,,33010000131401841,33010000131319578
9022003705003001,9022003705003006,1,,33010000131402913,33010000127813152
9022003705003001,9022003705003012,1,,33010000131402913,33010000131313308
9022003705003001,9022003705003006,1,,33010000131403717,33010000127813297
9022003705003001,9022003705003012,1,,33010000131403717,33010000131315280
9022003705003001,9022003705003012,1,,33010000131403717,33010000131316290
9022003705003001,9022003705003012,1,,33010000131404521,33010000131316779
9022003705003001,9022003705003012,1,,33010000131397409,33010000131311189
9022003705003001,9022003705003012,1,,33010000131397677,33010000131311352
9022003705003001,9022003705003012,1,,33010000131398481,33010000131314123
9022003705003001,9022003705003012,1,,33010000131399161,33010000131317105
9022003705003001,9022003705003006,1,,33010000131399697,33010000129988308
9022003705003001,9022003705003012,1,,33010000131399697,33010000131312330
9022003705003001,9022003705003012,1,,33010000131399697,33010000131317431
9022003705003001,9022003705003012,1,,33010000131400501,33010000131317920
9022003705003001,9022003705003012,1,,33010000131400501,33010000131318926
9022003705003001,9022003705003007,1,,33010000131401037,33010000131151513
9022003705003001,9022003705003012,1,,33010000131401037,33010000131318083
9022003705003001,9022003705003012,1,,33010000131401037,33010000131319252
9022003705003001,9022003705003012,1,,33010000131402109,33010000131316127
9022003705003001,9022003705003012,1,,33010000131402109,33010000131318409
9022003705003001,9022003705003012,1,,33010000131403181,33010000131313471
9022003705003001,9022003705003012,1,,33010000131403181,33010000131318735
9022003705003001,9022003705003012,1,,33010000131403449,33010000131313634
9022003705003001,9022003705003012,1,,33010000131404253,33010000131316616
9022003705003001,9022003705003012,1,,33010000133279332,33010000131310700
9022003705003001,9022003705003012,1,,33010000133279475,33010000131310863
9022003705003001,9022003705003004,1,,33010000131398893,33010000131151679
9022003705003001,9022003705003012,1,,33010000131398893,33010000131311515
9022003705003001,9022003705003012,1,,33010000131399429,33010000131312004
9022003705003001,9022003705003012,1,,33010000131399429,33010000131317268
9022003705003001,9022003705003012,1,,33010000131399965,33010000131312656
9022003705003001,9022003705003012,1,,33010000131399965,33010000131317594
9022003705003001,9022003705003012,1,,33010000131400769,33010000131319089
9022003705003001,9022003705003012,1,,33010000131401305,33010000131315964
9022003705003001,9022003705003004,1,,33010000131402377,33010000131151767
9022003705003001,9022003705003012,1,,33010000131402377,33010000131312982
9022003705003001,9022003705003006,1,,33010000131402645,33010000127815182
9022003705003001,9022003705003012,1,,33010000131402645,33010000131313145
9022003705003001,9022003705003012,1,,33010000131402645,33010000131318572
9022003705003001,9022003705003012,1,,33010000131404789,33010000131316942
9022003705003001,9022003705003012,1,,33010000131381686,33010000131319089
9022003705003001,9022003705003005,1,,33010000131382553,33010000129989956
9022003705003001,9022003705003012,1,,33010000131382553,33010000131311026
9022003705003001,9022003705003012,1,,33010000131383883,33010000131311515
9022003705003001,9022003705003012,1,,33010000131384947,33010000131314449
9022003705003001,9022003705003012,1,,33010000131385213,33010000131318926
9022003705003001,9022003705003012,1,,33010000131386011,33010000131316127
9022003705003001,9022003705003006,1,,33010000131386543,33010000127815182
9022003705003001,9022003705003012,1,,33010000131386543,33010000131313145
9022003705003001,9022003705003006,1,,33010000131386809,33010000127813152
9022003705003001,9022003705003012,1,,33010000131386809,33010000131313308
9022003705003001,9022003705003012,1,,33010000131387075,33010000131313471
9022003705003001,9022003705003006,1,,33010000131387607,33010000127813297
9022003705003001,9022003705003012,1,,33010000131387607,33010000131316290
9022003705003001,9022003705003012,1,,33010000131389540,33010000131315964
9022003705003001,9022003705003007,1,,33010000131381975,33010000131151513
9022003705003001,9022003705003012,1,,33010000131381975,33010000131319252
9022003705003001,9022003705003012,1,,33010000131384415,33010000131312167
9022003705003001,9022003705003012,1,,33010000131384681,33010000131312493
9022003705003001,9022003705003012,1,,33010000131385745,33010000131319578
9022003705003001,9022003705003012,1,,33010000131386277,33010000131312982
9022003705003001,9022003705003012,1,,33010000131388453,33010000131314123
9022003705003001,9022003705003012,1,,33010000131388990,33010000131319089
9022003705003001,9022003705003007,1,,33010000131389265,33010000131151513
9022003705003001,9022003705003012,1,,33010000131389265,33010000131319252
9022003705003001,9022003705003012,1,,33010000131382264,33010000131315964
9022003705003001,9022003705003012,1,,33010000131382819,33010000131311189
9022003705003001,9022003705003012,1,,33010000131383085,33010000131311352
9022003705003001,9022003705003007,1,,33010000131385479,33010000129986960
9022003705003001,9022003705003012,1,,33010000131385479,33010000131319415
9022003705003001,9022003705003006,1,,33010000131384149,33010000129988162
9022003705003001,9022003705003012,1,,33010000131384149,33010000131311841
9022003705003001,9022003705003012,1,,33010000131387341,33010000131313634
9022003705003001,9022003705003006,1,,33010000133270840,33010000127813442
9022003705003001,9022003705003012,1,,33010000133271665,33010000131314771
9022003705003001,9022003705003012,1,,33010000133272215,33010000131314932
9022003705003001,9022003705003012,1,,33010000133273063,33010000131315093
9022003705003001,9022003705003012,1,,33010000133273063,33010000131315767
9022003705003001,9022003705003012,1,,33010000133270565,33010000131316453
9022003705003001,9022003705003012,1,,33010000133271115,33010000131314610
9022003705003001,9022003705003007,1,,33010000133277322,33010000131151513
9022003705003001,9022003705003012,1,,33010000133277322,33010000131319252
9022003705003001,9022003705003005,1,,33010000133277832,33010000127823386
9022003705003001,9022003705003012,1,,33010000133275143,33010000131311352
9022003705003001,9022003705003012,1,,33010000133275293,33010000131314123
9022003705003001,9022003705003010,1,,33010000129741526,33010000131383883
9022003705003001,9022003705003008,1,,33010000129741526,33010000131398893
9022003705003001,9022003705003010,1,,33010000129741665,33010000131388453
9022003705003001,9022003705003008,1,,33010000129741665,33010000131398481
9022003705003001,9022003705003008,1,,33010000129741665,33010000131398733
9022003705003001,9022003705003003,1,,33010000129741665,33010000131418583
9022003705003001,9022003705003010,1,,33010000129742501,33010000131383617
9022003705003001,9022003705003008,1,,33010000129742501,33010000131398213
9022003705003001,9022003705003003,1,,33010000129742501,33010000131418323
9022003705003001,9022003705003012,1,,33010000129742696,33010000131311189
9022003705003001,9022003705003010,1,,33010000129742696,33010000131383085
9022003705003001,9022003705003008,1,,33010000129742696,33010000131397677
9022003705003001,9022003705003003,1,,33010000129742696,33010000131417803
9022003705003001,9022003705003006,1,,33010000130068565,33010000129988308
9022003705003001,9022003705003012,1,,33010000130068565,33010000131312330
9022003705003001,9022003705003010,1,,33010000130068565,33010000131384681
9022003705003001,9022003705003003,1,,33010000130068565,33010000131419623
9022003705003001,9022003705003010,1,,33010000129742081,33010000131384149
9022003705003001,9022003705003008,1,,33010000129742081,33010000131403985
9022003705003001,9022003705003003,1,,33010000129742081,33010000131419103
9022003705003001,9022003705003012,1,,33010000130068357,33010000131312004
9022003705003001,9022003705003012,1,,33010000130068357,33010000131317268
9022003705003001,9022003705003010,1,,33010000130068357,33010000131384415
9022003705003001,9022003705003003,1,,33010000130068357,33010000131419363
9022003705003001,9022003705003012,1,,33010000129742294,33010000131311352
9022003705003001,9022003705003010,1,,33010000129742294,33010000131383351
9022003705003001,9022003705003008,1,,33010000129742294,33010000131397945
9022003705003001,9022003705003003,1,,33010000129742294,33010000131418063
9022003705003001,9022003705003012,1,,33010000130068775,33010000131317594
9022003705003001,9022003705003010,1,,33010000130068775,33010000131388719
9022003705003001,9022003705003003,1,,33010000130068775,33010000131413113
9022003705003001,9022003705003012,1,,33010000130068988,33010000131316942
9022003705003001,9022003705003010,1,,33010000130068988,33010000131383883
9022003705003001,9022003705003012,1,,33010000129741873,33010000131314123
9022003705003001,9022003705003010,1,,33010000129741873,33010000131383883
9022003705003001,9022003705003008,1,,33010000129741873,33010000131398893
9022003705003001,9022003705003003,1,,33010000129741873,33010000131418843
9022003705003001,9022003705003005,1,,33010000130069640,33010000133277064
9022003705003001,9022003705003003,1,,33010000130069848,33010000131417013
9022003705003001,9022003705003012,1,,33010000130070502,33010000131313471
9022003705003001,9022003705003010,1,,33010000130070502,33010000131387341
9022003705003001,9022003705003008,1,,33010000130070502,33010000131403449
9022003705003001,9022003705003003,1,,33010000130071330,33010000131416759
9022003705003001,9022003705003010,1,,33010000130071330,33010000133271665
9022003705003001,9022003705003006,1,,33010000130073415,33010000127814602
9022003705003001,9022003705003006,1,,33010000130073830,33010000127814892
9022003705003001,9022003705003012,1,,33010000130070709,33010000131313634
9022003705003001,9022003705003010,1,,33010000130070709,33010000131387607
9022003705003001,9022003705003008,1,,33010000130070709,33010000131403717
9022003705003001,9022003705003003,1,,33010000130070709,33010000131415997
9022003705003001,9022003705003005,1,,33010000130070709,33010000133276558
9022003705003001,9022003705003003,1,,33010000130070916,33010000131416251
9022003705003001,9022003705003010,1,,33010000130070916,33010000133270565
9022003705003001,9022003705003006,1,,33010000130072785,33010000127814457
9022003705003001,9022003705003005,1,,33010000130072785,33010000133277322
9022003705003001,9022003705003012,1,,33010000129742849,33010000131314123
9022003705003001,9022003705003010,1,,33010000129742849,33010000131383883
9022003705003001,9022003705003008,1,,33010000129742849,33010000131398893
9022003705003001,9022003705003003,1,,33010000129742849,33010000131418843
9022003705003001,9022003705003006,1,,33010000130070295,33010000127813152
