edge_id,source_name,sink_name,source_lat,source_lon,sink_lat,sink_lon,record_count,scheduled,abs_median_deviation,relative_deviation_factor,flow
9022003700172/9022003700129,Skolgatan (Uppsala),Ekonomikum (Uppsala),59.863106,17.635574,59.860404,17.620003,3259,148,53,0.727,107.69513636363635
9022003700566/9022003700374,Seminariegatan (Uppsala),Gimogatan (Uppsala),59.869618,17.613934,59.868859,17.607715,3136,69,-18,0.754,107.47927272727271
9022003700012/9022003700013,Vackra Birgers väg (Uppsala),Bröderna Berwalds väg (Uppsala),59.807059,17.624963,59.810294,17.625407,2532,73,0,0.928,106.80436363636365
9022003700317/9022003700368,Lilla Myrby (Uppsala),Tunabergsallén (Uppsala),59.893152,17.615677,59.878229,17.622938,3141,205,-68,0.747,106.65122727272728
9022003191225/9022003191086,Terminal 4 (Arlanda) (Sigtuna),Terminal 2 -3 (Arlanda) (Sigtuna),59.64677,17.928548,59.64409,17.929886,3046,148,-43,0.769,106.47154545454546
9022003700013/9022003700014,Bröderna Berwalds väg (Uppsala),Gottsunda torg (Uppsala),59.810294,17.625407,59.811287,17.62694,2532,89,-3,0.92,105.88363636363637
9022003700139/9022003700137,Kvarntorget (Uppsala),Bureusgatan (Uppsala),59.866282,17.646693,59.870234,17.64725,3171,64,22,0.732,105.50781818181817
9022003700166/9022003700169,Glimmervägen (Uppsala),Västertorg (Uppsala),59.840059,17.608263,59.840677,17.602445,3062,66,-6,0.752,104.66472727272728
9022003700552/9022003700330,Klockarängen (Uppsala),Fyrishov (Uppsala),59.869618,17.613934,59.87118,17.626946,3128,98,-32,0.736,104.64581818181819
9022003700311/9022003700312,Ärentuna vägskäl (Uppsala),Svista (Uppsala),59.938321,17.593858,59.932538,17.596624,2679,33,3,0.857,104.35922727272727
9022003700221/9022003700222,Gustaf Kjellbergs väg (Uppsala),Kronparksgården (Uppsala),59.831564,17.649877,59.828995,17.651215,3386,46,23,0.676,104.04254545454546
9022003700011/9022003700010,Jenny Linds väg (Uppsala),Solistvägen (Uppsala),59.804633,17.628377,59.80303,17.628682,2685,37,-5,0.85,103.73863636363636
9022003700259/9022003700333,Samariterhemmet (Uppsala),Kungsängsesplanaden (Uppsala),59.855191,17.650096,59.850218,17.659028,3175,116,12,0.714,103.04318181818181
9022003700129/9022003700278,Ekonomikum (Uppsala),Hildur Ottelinsgatan (Uppsala),59.860404,17.620003,59.855766,17.607953,2478,120,3,0.913,102.837
9022003700143/9022003700142,Tövädersgatan (Uppsala),Gränbyvägen (Uppsala),59.872,17.667847,59.873412,17.670873,2509,57,-5,0.899,102.52686363636364
9022003700016/9022003700017,Linrepevägen (Uppsala),Barkspadevägen (Uppsala),59.813073,17.63415,59.818051,17.633834,2532,69,8,0.89,102.4309090909091
9022003700512/9022003700513,Uppsala Business Park östra (Uppsala),Uppsala Business Park västra (Uppsala),59.84974,17.708896,59.850242,17.700823,2575,82,3,0.87,101.82954545454545
9022003700011/9022003700012,Jenny Linds väg (Uppsala),Vackra Birgers väg (Uppsala),59.804633,17.628377,59.807059,17.624963,2532,56,-5,0.877,100.93472727272727
9022003700284/9022003700225,Ultunaallén (Uppsala),Campus Ultuna (Uppsala),59.813145,17.650874,59.815615,17.659121,2438,124,-7,0.91,100.84454545454545
9022003780538/9022003780530,Hovgården (Uppsala),Grönviken (Lindbacken) (Uppsala),59.924962,17.777197,59.918888,17.758186,2368,59,-1,0.932,100.31709090909092
9022003700013/9022003700012,Bröderna Berwalds väg (Uppsala),Vackra Birgers väg (Uppsala),59.810294,17.625407,59.807059,17.624963,2685,72,-15,0.821,100.19931818181817
9022003700001/9022003700064,Stora Torget (Uppsala),Trädgårdsgatan (Uppsala),59.858594,17.639199,59.857322,17.636399,5807,54,85,0.379,100.03877272727273
9022003700285/9022003700284,Holmvägen (Uppsala),Ultunaallén (Uppsala),59.80566,17.652581,59.813145,17.650874,2581,99,-15,0.847,99.3685
9022003700010/9022003700009,Solistvägen (Uppsala),Flöjtvägen (Uppsala),59.80303,17.628682,59.803482,17.631754,2685,77,-18,0.812,99.1009090909091
9022003780542/9022003780538,Grän vägskäl (Uppsala),Hovgården (Uppsala),59.931122,17.801034,59.924962,17.777197,2356,74,-4,0.921,98.63072727272728
9022003700146/9022003700062,Österängsgatan norra (Uppsala),Vaksala torg (Uppsala),59.866155,17.655148,59.861884,17.645968,2649,127,-6,0.819,98.61504545454545
9022003700141/9022003700142,Gränbystaden (Uppsala),Gränbyvägen (Uppsala),59.875371,17.675144,59.873412,17.670873,2616,74,0,0.828,98.45672727272726
9022003700213/9022003700214,Stenhällen (Uppsala),Gatstenen (Uppsala),59.854891,17.56841,59.853822,17.571173,3185,29,13,0.68,98.44545454545455
9022003700425/9022003780202,Brillinge (Uppsala),Skäve (Uppsala),59.878468,17.68214,59.890125,17.698234,2634,95,20,0.82,98.17636363636363
9022003700312/9022003700311,Svista (Uppsala),Ärentuna vägskäl (Uppsala),59.932538,17.596624,59.938321,17.593858,2628,33,4,0.821,98.07218181818182
9022003781224/9022003781221,Annelund (Enköping),Barkan (Enköping),59.645925,17.137809,59.646274,17.126402,2469,51,1,0.87,97.63772727272728
9022003700019/9022003700017,Valsätraskolan (Uppsala),Barkspadevägen (Uppsala),59.821549,17.628891,59.818051,17.633834,2685,45,6,0.8,97.63636363636364
9022003700014/9022003700013,Gottsunda torg (Uppsala),Bröderna Berwalds väg (Uppsala),59.811287,17.62694,59.810294,17.625407,2685,71,16,0.798,97.39227272727274
9022003700541/9022003700141,Molngatan (Uppsala),Gränbystaden (Uppsala),59.86984,17.66312,59.875371,17.675144,2672,137,17,0.8,97.16363636363637
9022003700051/9022003700052,Körvelgatan (Uppsala),Kummingatan (Uppsala),59.86282,17.693987,59.861295,17.689509,2363,55,0,0.903,96.9904090909091
9022003700012/9022003700011,Vackra Birgers väg (Uppsala),Jenny Linds väg (Uppsala),59.807059,17.624963,59.804633,17.628377,2685,68,-18,0.793,96.78204545454545
9022003700101/9022003700103,Ekebyhus (Uppsala),Sernanders väg (Uppsala),59.851643,17.603465,59.851181,17.59391,2914,42,16,0.73,96.69181818181819
9022003700322/9022003700129,Dalgatan (Uppsala),Ekonomikum (Uppsala),59.863128,17.613171,59.860404,17.620003,2493,135,-7,0.852,96.5470909090909
9022003700284/9022003700016,Ultunaallén (Uppsala),Linrepevägen (Uppsala),59.813145,17.650874,59.813073,17.63415,2488,153,-23,0.853,96.46654545454545
9022003700103/9022003700104,Sernanders väg (Uppsala),Flogsta centrum (Uppsala),59.851181,17.59391,59.852083,17.587641,2911,75,-21,0.729,96.45995454545454
9022003700103/9022003700101,Sernanders väg (Uppsala),Ekebyhus (Uppsala),59.851181,17.59391,59.851643,17.603465,3001,44,19,0.705,96.16840909090908
9022003779142/9022003780201,Jälla (Uppsala),Godegård (Uppsala),59.904062,17.716061,59.898092,17.708606,2521,58,5,0.839,96.14177272727272
9022003700017/9022003700019,Barkspadevägen (Uppsala),Valsätraskolan (Uppsala),59.818051,17.633834,59.821549,17.628891,2533,51,10,0.833,95.9085909090909
9022003780202/9022003780201,Skäve (Uppsala),Godegård (Uppsala),59.890125,17.698234,59.898092,17.708606,2601,43,10,0.81,95.76409090909092
9022003781216/9022003781210,Herrgården (Enköping),Enköping station,59.644577,17.103974,59.644447,17.086076,3021,239,-93,0.697,95.71077272727271
9022003781221/9022003781224,Barkan (Enköping),Annelund (Enköping),59.646274,17.126402,59.645925,17.137809,2313,37,3,0.909,95.56895454545455
9022003780201/9022003780202,Godegård (Uppsala),Skäve (Uppsala),59.898092,17.708606,59.890125,17.698234,2472,73,-11,0.85,95.5090909090909
9022003700072/9022003700166,Täljstenen (Uppsala),Glimmervägen (Uppsala),59.839678,17.613791,59.840059,17.608263,3573,45,0,0.588,95.49654545454544
9022003700278/9022003700619,Hildur Ottelinsgatan (Uppsala),Uppsala Rickombergavägen,59.855766,17.607953,59.853975,17.599682,2246,69,0,0.935,95.45500000000001
9022003780530/9022003780538,Grönviken (Lindbacken) (Uppsala),Hovgården (Uppsala),59.918888,17.758186,59.924962,17.777197,2425,60,0,0.863,95.12613636363636
9022003700104/9022003700610,Flogsta centrum (Uppsala),Hedensbergsvägen (Uppsala),59.852083,17.587641,59.850917,17.572232,3287,79,33,0.635,94.87477272727273
9022003700080/9022003700081,Spinnrocksvägen (Uppsala),August Södermans väg (Uppsala),59.818971,17.621868,59.815627,17.619529,2160,84,-1,0.964,94.64727272727274
9022003700141/9022003700541,Gränbystaden (Uppsala),Molngatan (Uppsala),59.875371,17.675144,59.86984,17.66312,2649,164,-41,0.786,94.64154545454545
9022003700513/9022003700512,Uppsala Business Park västra (Uppsala),Uppsala Business Park östra (Uppsala),59.850242,17.700823,59.84974,17.708896,2617,94,16,0.794,94.44990909090909
9022003700005/9022003700014,Bandstolsvägen (Uppsala),Gottsunda torg (Uppsala),59.813615,17.622219,59.811287,17.62694,2163,75,2,0.956,93.9921818181818
9022003700172/9022003700063,Skolgatan (Uppsala),Vaksalagatan (Uppsala),59.863106,17.635574,59.860707,17.643421,3976,66,60,0.52,93.97818181818182
9022003700014/9022003700087,Gottsunda torg (Uppsala),Fiolbacken (Uppsala),59.811287,17.62694,59.809365,17.6322,2163,157,0,0.954,93.79554545454545
9022003700009/9022003700010,Flöjtvägen (Uppsala),Solistvägen (Uppsala),59.803482,17.631754,59.80303,17.628682,2532,47,4,0.814,93.684
9022003700016/9022003700284,Linrepevägen (Uppsala),Ultunaallén (Uppsala),59.813073,17.63415,59.813145,17.650874,2422,163,-27,0.847,93.247
9022003779148/9022003779145,Lindbacken (Uppsala),Norrhagen (Uppsala),59.912363,17.738511,59.905941,17.718976,2442,85,7,0.84,93.24
9022003780538/9022003780542,Hovgården (Uppsala),Grän vägskäl (Uppsala),59.924962,17.777197,59.931122,17.801034,2390,85,-5,0.851,92.44954545454546
9022003700104/9022003700103,Flogsta centrum (Uppsala),Sernanders väg (Uppsala),59.852083,17.587641,59.851181,17.59391,3001,56,26,0.675,92.07613636363637
9022003700284/9022003700285,Ultunaallén (Uppsala),Holmvägen (Uppsala),59.813145,17.650874,59.80566,17.652581,2634,67,16,0.765,91.59136363636364
9022003700062/9022003700146,Vaksala torg (Uppsala),Österängsgatan norra (Uppsala),59.861884,17.645968,59.866155,17.655148,2672,103,32,0.752,91.33381818181819
9022003780202/9022003700425,Skäve (Uppsala),Brillinge (Uppsala),59.890125,17.698234,59.878468,17.68214,2440,103,15,0.821,91.05636363636363
9022003700340/9022003700339,Daneport (Uppsala),Ölandsresan (Uppsala),59.810996,17.70159,59.814161,17.7025,2154,92,-2,0.926,90.66381818181819
9022003700074/9022003700076,Norra Parkvägen (Uppsala),Malma Bergsväg (Uppsala),59.833082,17.61486,59.830161,17.617056,2163,81,-6,0.92,90.45272727272727
9022003700081/9022003700005,August Södermans väg (Uppsala),Bandstolsvägen (Uppsala),59.815627,17.619529,59.813615,17.622219,2163,48,-4,0.919,90.35440909090909
9022003700209/9022003700571,Herrhagens Byväg (Uppsala),Kiselvägen (Uppsala),59.855311,17.555814,59.851801,17.55438,2170,77,-5,0.915,90.25227272727274
9022003700142/9022003700141,Gränbyvägen (Uppsala),Gränbystaden (Uppsala),59.873412,17.670873,59.875371,17.675144,2509,111,-25,0.789,89.98186363636364
9022003781051/9022003781216,Stenvreten (Enköping),Herrgården (Enköping),59.645493,17.114703,59.644577,17.103974,2469,71,-6,0.8,89.7818181818182
9022003700619/9022003700104,Uppsala Rickombergavägen,Flogsta centrum (Uppsala),59.853975,17.599682,59.852083,17.587641,2246,88,0,0.878,89.63581818181818
9022003781210/9022003781216,Enköping station,Herrgården (Enköping),59.644447,17.086076,59.644577,17.103974,2860,145,46,0.684,88.92
9022003700104/9022003700278,Flogsta centrum (Uppsala),Hildur Ottelinsgatan (Uppsala),59.852083,17.587641,59.855766,17.607953,2571,206,-62,0.759,88.6995
9022003781232/9022003781229,Blåhäll (Enköping),Östertorp (Enköping),59.655565,17.190878,59.653015,17.170303,2100,52,1,0.923,88.10454545454546
9022003700600/9022003700063,Uppsala Centralstationen (Uppsala),Vaksalagatan (Uppsala),59.858683,17.64372,59.860707,17.643421,5732,63,118,0.338,88.06436363636365
9022003700073/9022003700072,Kvickstensvägen (Uppsala),Täljstenen (Uppsala),59.835991,17.612253,59.839678,17.613791,2116,80,-7,0.915,88.00636363636364
9022003700541/9022003700143,Molngatan (Uppsala),Tövädersgatan (Uppsala),59.86984,17.66312,59.872,17.667847,2509,88,-27,0.769,87.70095454545455
9022003700008/9022003700051,Jordgubbsgatan (Uppsala),Körvelgatan (Uppsala),59.864386,17.701842,59.86282,17.693987,2363,91,-18,0.815,87.53840909090908
9022003781221/9022003781051,Barkan (Enköping),Stenvreten (Enköping),59.646274,17.126402,59.645493,17.114703,2469,44,8,0.78,87.53727272727274
9022003700278/9022003700129,Hildur Ottelinsgatan (Uppsala),Ekonomikum (Uppsala),59.855766,17.607953,59.860404,17.620003,2490,169,-42,0.773,87.48954545454546
9022003700057/9022003700200,Apelgatan (Uppsala),Gröna gatan (Uppsala),59.865955,17.672473,59.867249,17.677473,2116,61,1,0.909,87.42927272727273
9022003700277/9022003700141,Kamomillgatan (Uppsala),Gränbystaden (Uppsala),59.872691,17.682422,59.875371,17.675144,2090,165,2,0.919,87.305
9022003779142/9022003779145,Jälla (Uppsala),Norrhagen (Uppsala),59.904062,17.716061,59.905941,17.718976,2509,28,5,0.765,87.24477272727273
9022003700087/9022003700014,Fiolbacken (Uppsala),Gottsunda torg (Uppsala),59.809365,17.6322,59.811287,17.62694,2112,137,4,0.908,87.168
9022003700288/9022003700289,Ekolnsvägen norra (Uppsala),Sunnerstabacken (Uppsala),59.793422,17.657071,59.790371,17.658291,2129,50,-2,0.9,87.09545454545454
9022003700289/9022003700288,Sunnerstabacken (Uppsala),Ekolnsvägen norra (Uppsala),59.790371,17.658291,59.793422,17.657071,2207,55,-6,0.865,86.77522727272726
9022003700129/9022003700602,Ekonomikum (Uppsala),Götgatan (Uppsala),59.860404,17.620003,59.864353,17.627252,2172,109,-12,0.876,86.48509090909091
9022003700342/9022003700340,Gotlandsresan (Uppsala),Daneport (Uppsala),59.808874,17.696817,59.810996,17.70159,2154,72,0,0.883,86.45372727272728
9022003700076/9022003700077,Malma Bergsväg (Uppsala),Svamptorget (Uppsala),59.830161,17.617056,59.826146,17.618479,2163,43,6,0.878,86.32336363636364
9022003781237/9022003781233,Vällinge (Enköping),Sneby (Enköping),59.658907,17.220129,59.656964,17.206192,2099,43,0,0.904,86.24981818181818
9022003700367/9022003700338,Nämndemansvägen (Uppsala),Lapplandsresan (Uppsala),59.820876,17.696998,59.816257,17.699161,2102,124,0,0.902,86.182
9022003191719/9022003191718,Stockholm Odenplan,Stockholm city,59.343362,18.045933,59.331156,18.059048,1894,154,0,1,86.0909090909091
9022003781233/9022003781232,Sneby (Enköping),Blåhäll (Enköping),59.656964,17.206192,59.655565,17.190878,2106,38,1,0.897,85.86736363636365
9022003700338/9022003700339,Lapplandsresan (Uppsala),Ölandsresan (Uppsala),59.816257,17.699161,59.814161,17.7025,2102,42,0,0.898,85.79981818181818
9022003781229/9022003781226,Östertorp (Enköping),Varghällar (Enköping),59.653015,17.170303,59.650515,17.158637,2106,39,1,0.896,85.77163636363638
9022003779145/9022003779142,Norrhagen (Uppsala),Jälla (Uppsala),59.905941,17.718976,59.904062,17.716061,2491,28,-6,0.756,85.5998181818182
9022003700146/9022003700058,Österängsgatan norra (Uppsala),Byggmästargatan (Uppsala),59.866155,17.655148,59.866159,17.668842,2116,183,-10,0.889,85.50563636363637
9022003700130/9022003700129,Studentstaden (Uppsala),Ekonomikum (Uppsala),59.857678,17.613232,59.860404,17.620003,2171,123,-17,0.866,85.45845454545454
9022003700115/9022003700117,Regins väg (Uppsala),Valhalls väg (Uppsala),59.894743,17.636974,59.892529,17.642552,2020,81,0,0.927,85.11545454545454
9022003700081/9022003700080,August Södermans väg (Uppsala),Spinnrocksvägen (Uppsala),59.815627,17.619529,59.818971,17.621868,2112,69,5,0.886,85.056
9022003700488/9022003700571,Stenhagens centrum (Uppsala),Kiselvägen (Uppsala),59.850824,17.558987,59.851801,17.55438,2246,81,-6,0.833,85.04172727272727
9022003700118/9022003700119,Huges väg (Uppsala),Topeliusgatan (Uppsala),59.892019,17.647562,59.889566,17.64639,2020,63,2,0.925,84.93181818181819
9022003780201/9022003779142,Godegård (Uppsala),Jälla (Uppsala),59.898092,17.708606,59.904062,17.716061,2406,67,-19,0.771,84.31936363636363
9022003781226/9022003781229,Varghällar (Enköping),Östertorp (Enköping),59.650515,17.158637,59.653015,17.170303,2046,30,3,0.906,84.258
9022003700074/9022003700073,Norra Parkvägen (Uppsala),Kvickstensvägen (Uppsala),59.833082,17.61486,59.835991,17.612253,2116,39,6,0.875,84.1590909090909
9022003700130/9022003700278,Studentstaden (Uppsala),Hildur Ottelinsgatan (Uppsala),59.857678,17.613232,59.855766,17.607953,2265,64,9,0.815,83.90795454545454
9022003700078/9022003700080,Björklundavägen (Uppsala),Spinnrocksvägen (Uppsala),59.821073,17.61658,59.818971,17.621868,2163,125,-12,0.853,83.86540909090908
9022003781172/9022003781166,Kommunhuset (Enköping),Lasarettet (Enköping),59.631853,17.072124,59.629217,17.068019,2373,114,0,0.776,83.70218181818181
9022003700571/9022003700488,Kiselvägen (Uppsala),Stenhagens centrum (Uppsala),59.851801,17.55438,59.850824,17.558987,2170,69,-12,0.848,83.64363636363636
9022003700078/9022003700077,Björklundavägen (Uppsala),Svamptorget (Uppsala),59.821073,17.61658,59.826146,17.618479,2116,68,9,0.869,83.58200000000001
9022003700278/9022003700104,Hildur Ottelinsgatan (Uppsala),Flogsta centrum (Uppsala),59.855766,17.607953,59.852083,17.587641,2551,243,-87,0.72,83.48727272727272
9022003700532/9022003700349,Auroragatan (Uppsala),Moskén (Uppsala),59.871149,17.630462,59.873076,17.637193,1958,97,2,0.937,83.393
9022003700058/9022003700146,Byggmästargatan (Uppsala),Österängsgatan norra (Uppsala),59.866159,17.668842,59.866155,17.655148,2161,182,28,0.843,82.80559090909091
9022003700369/9022003700162,Tuna backar (Uppsala),Svartbäckens vårdcentral (Uppsala),59.875571,17.624311,59.869091,17.628082,3235,65,51,0.563,82.78659090909089
9022003781410/9022003781224,Enköpings företagspark (Enköping),Annelund (Enköping),59.649555,17.149872,59.645925,17.137809,2106,50,-1,0.862,82.5169090909091
9022003700052/9022003700051,Kummingatan (Uppsala),Körvelgatan (Uppsala),59.861295,17.689509,59.86282,17.693987,2404,37,7,0.755,82.50090909090909
9022003700200/9022003700636,Gröna gatan (Uppsala),Uppsala Årsta torg,59.867249,17.677473,59.865787,17.681747,2116,89,15,0.857,82.42781818181818
9022003781232/9022003781233,Blåhäll (Enköping),Sneby (Enköping),59.655565,17.190878,59.656964,17.206192,2051,31,4,0.882,82.22645454545456
9022003781233/9022003781237,Sneby (Enköping),Vällinge (Enköping),59.656964,17.206192,59.658907,17.220129,2051,30,4,0.882,82.22645454545456
9022003700602/9022003700129,Götgatan (Uppsala),Ekonomikum (Uppsala),59.864353,17.627252,59.860404,17.620003,2246,85,18,0.805,82.18318181818182
9022003700275/9022003700277,Timjansgatan (Uppsala),Kamomillgatan (Uppsala),59.87089,17.690998,59.872691,17.682422,2090,103,8,0.865,82.175
9022003700077/9022003700078,Svamptorget (Uppsala),Björklundavägen (Uppsala),59.826146,17.618479,59.821073,17.61658,2157,61,-11,0.836,81.966
