edge_id,source_name,sink_name,source_lat,source_lon,sink_lat,sink_lon,record_count,scheduled,abs_median_deviation,relative_deviation_factor,flow
9022003700525/9022003700021,Uppsala Science Park (Uppsala),Grindstugan (Uppsala),59.843157,17.638761,59.839989,17.63996,11216,87,-11,0.777,396.1287272727273
9022003700021/9022003700525,Grindstugan (Uppsala),Uppsala Science Park (Uppsala),59.839989,17.63996,59.843157,17.638761,11251,72,-4,0.75,383.5568181818182
9022003700172/9022003700032,Skolgatan (Uppsala),Klostergatan (Uppsala),59.863106,17.635574,59.861158,17.636824,9808,108,-21,0.781,348.184
9022003700025/9022003700587,Akademiska sjukhuset södra (Uppsala),Akademiska sjukhuset (Uppsala),59.846323,17.638346,59.847473,17.642852,8360,56,-1,0.878,333.64
9022003700578/9022003700587,Svandammen (Uppsala),Akademiska sjukhuset (Uppsala),59.854288,17.638927,59.847473,17.642852,8352,52,0,0.875,332.1818181818182
9022003700032/9022003700600,Klostergatan (Uppsala),Uppsala Centralstationen (Uppsala),59.861158,17.636824,59.858683,17.64372,9161,238,-40,0.796,331.4616363636364
9022003700525/9022003700025,Uppsala Science Park (Uppsala),Akademiska sjukhuset södra (Uppsala),59.843157,17.638761,59.846323,17.638346,8360,92,0,0.872,331.36
9022003700025/9022003700525,Akademiska sjukhuset södra (Uppsala),Uppsala Science Park (Uppsala),59.846323,17.638346,59.843157,17.638761,8352,53,0,0.846,321.1723636363636
9022003700062/9022003700600,Vaksala torg (Uppsala),Uppsala Centralstationen (Uppsala),59.861884,17.645968,59.858683,17.64372,8091,273,-35,0.848,311.8712727272727
9022003700494/9022003700025,Akademiska ingång 78-85 (Uppsala),Akademiska sjukhuset södra (Uppsala),59.84732,17.641577,59.846323,17.638346,7552,70,0,0.864,296.58763636363636
9022003700172/9022003700162,Skolgatan (Uppsala),Svartbäckens vårdcentral (Uppsala),59.863106,17.635574,59.869091,17.628082,8239,116,17,0.789,295.4805
9022003700587/9022003700494,Akademiska sjukhuset (Uppsala),Akademiska ingång 78-85 (Uppsala),59.847473,17.642852,59.84732,17.641577,7552,65,-3,0.849,291.4385454545454
9022003700162/9022003700172,Svartbäckens vårdcentral (Uppsala),Skolgatan (Uppsala),59.869091,17.628082,59.863106,17.635574,8349,197,-72,0.74,280.83
9022003700325/9022003700600,Bäverns gränd (Uppsala),Uppsala Centralstationen (Uppsala),59.856129,17.645311,59.858683,17.64372,8104,235,-76,0.726,267.432
9022003700587/9022003700578,Akademiska sjukhuset (Uppsala),Svandammen (Uppsala),59.847473,17.642852,59.854288,17.638927,8358,166,-73,0.692,262.89709090909093
9022003700032/9022003700172,Klostergatan (Uppsala),Skolgatan (Uppsala),59.861158,17.636824,59.863106,17.635574,8393,54,28,0.624,238.056
9022003700325/9022003700578,Bäverns gränd (Uppsala),Svandammen (Uppsala),59.856129,17.645311,59.854288,17.638927,6756,85,31,0.735,225.71181818181816
9022003700259/9022003700600,Samariterhemmet (Uppsala),Uppsala Centralstationen (Uppsala),59.855191,17.650096,59.858683,17.64372,7111,217,-85,0.696,224.9661818181818
9022003700583/9022003700069,Evolutionsmuseet (Uppsala),Birkagatan (Uppsala),59.850498,17.624121,59.846989,17.61747,5225,89,0,0.907,215.4125
9022003700069/9022003700583,Birkagatan (Uppsala),Evolutionsmuseet (Uppsala),59.846989,17.61747,59.850498,17.624121,5211,90,-2,0.909,215.30904545454547
9022003700072/9022003700070,Täljstenen (Uppsala),Sommarro (Uppsala),59.839678,17.613791,59.843355,17.616666,5211,71,1,0.884,209.38745454545455
9022003700066/9022003700593,Segerstedthuset (Uppsala),Uppsala Akademiska sjukhuset västra,59.852982,17.633394,59.849367,17.636426,4971,56,-2,0.924,208.782
9022003700575/9022003700583,Blåsenhus (Uppsala),Evolutionsmuseet (Uppsala),59.851765,17.630508,59.850498,17.624121,5225,36,3,0.875,207.8125
9022003700070/9022003700071,Sommarro (Uppsala),Lindsbergsgatan (Uppsala),59.843355,17.616666,59.84185,17.61646,5222,41,1,0.87,206.50636363636363
9022003700583/9022003700575,Evolutionsmuseet (Uppsala),Blåsenhus (Uppsala),59.850498,17.624121,59.851765,17.630508,5211,60,-4,0.869,205.83450000000002
9022003700070/9022003700069,Sommarro (Uppsala),Birkagatan (Uppsala),59.843355,17.616666,59.846989,17.61747,5205,74,-10,0.857,202.75840909090908
9022003700016/9022003700014,Linrepevägen (Uppsala),Gottsunda torg (Uppsala),59.813073,17.63415,59.811287,17.62694,5138,146,-11,0.863,201.54972727272727
9022003700064/9022003700065,Trädgårdsgatan (Uppsala),Slottsbacken (Uppsala),59.857322,17.636399,59.85489,17.632428,5804,42,14,0.745,196.54454545454544
9022003700069/9022003700070,Birkagatan (Uppsala),Sommarro (Uppsala),59.846989,17.61747,59.843355,17.616666,5225,44,7,0.827,196.4125
9022003700593/9022003700066,Uppsala Akademiska sjukhuset västra,Segerstedthuset (Uppsala),59.849367,17.636426,59.852982,17.633394,4999,54,3,0.855,194.27931818181818
9022003700578/9022003700325,Svandammen (Uppsala),Bäverns gränd (Uppsala),59.854288,17.638927,59.856129,17.645311,7615,79,62,0.554,191.75954545454547
9022003700541/9022003700146,Molngatan (Uppsala),Österängsgatan norra (Uppsala),59.86984,17.66312,59.866155,17.655148,4728,121,21,0.844,181.38327272727273
9022003700581/9022003700062,Väderkvarnsgatan (Uppsala),Vaksala torg (Uppsala),59.864202,17.643918,59.861884,17.645968,4722,99,-12,0.845,181.36772727272725
9022003700146/9022003700147,Österängsgatan norra (Uppsala),Torkelsgatan norra (Uppsala),59.866155,17.655148,59.864098,17.650696,4246,73,-1,0.92,177.56
9022003700002/9022003700132,Fredrika Bremersgatan (Uppsala),Lagerlöfsgatan (Uppsala),59.886818,17.654831,59.880933,17.655112,4403,121,8,0.88,176.12
9022003700593/9022003700525,Uppsala Akademiska sjukhuset västra,Uppsala Science Park (Uppsala),59.849367,17.636426,59.843157,17.638761,4460,100,12,0.866,175.56181818181818
9022003700022/9022003700021,Rosendals skola (Uppsala),Grindstugan (Uppsala),59.832806,17.640636,59.839989,17.63996,4247,137,7,0.908,175.2852727272727
9022003700600/9022003700617,Uppsala Centralstationen (Uppsala),Uppsala Regionens hus,59.858683,17.64372,59.860449,17.64587,4897,91,18,0.774,172.28536363636366
9022003700575/9022003700065,Blåsenhus (Uppsala),Slottsbacken (Uppsala),59.851765,17.630508,59.85489,17.632428,4109,87,1,0.91,169.96318181818182
9022003700063/9022003700600,Vaksalagatan (Uppsala),Uppsala Centralstationen (Uppsala),59.860707,17.643421,59.858683,17.64372,5751,314,-160,0.645,168.60886363636365
9022003700064/9022003700001,Trädgårdsgatan (Uppsala),Stora Torget (Uppsala),59.857322,17.636399,59.858594,17.639199,5822,202,-110,0.636,168.30872727272728
9022003700525/9022003700593,Uppsala Science Park (Uppsala),Uppsala Akademiska sjukhuset västra,59.843157,17.638761,59.849367,17.636426,4474,101,17,0.823,167.36827272727274
9022003700579/9022003700020,Slädvägen (Uppsala),Tallbacksvägen (Uppsala),59.823037,17.626494,59.826865,17.630109,4246,51,7,0.867,167.331
9022003700071/9022003700072,Lindsbergsgatan (Uppsala),Täljstenen (Uppsala),59.84185,17.61646,59.839678,17.613791,5206,117,-45,0.705,166.82863636363635
9022003700137/9022003700135,Bureusgatan (Uppsala),Levertinsgatan (Uppsala),59.870234,17.64725,59.874018,17.653317,4398,118,7,0.831,166.12445454545454
9022003781199/9022003781210,S:t Ilian (Enköping),Enköping station,59.643688,17.081986,59.644447,17.086076,4541,108,3,0.802,165.5400909090909
9022003700020/9022003700579,Tallbacksvägen (Uppsala),Slädvägen (Uppsala),59.826865,17.630109,59.823037,17.626494,4308,52,9,0.838,164.09563636363634
9022003700147/9022003700146,Torkelsgatan norra (Uppsala),Österängsgatan norra (Uppsala),59.864098,17.650696,59.866155,17.655148,4114,59,-1,0.875,163.625
9022003700225/9022003700224,Campus Ultuna (Uppsala),Veterinärvägen (Uppsala),59.815615,17.659121,59.818594,17.658609,4571,62,15,0.786,163.30936363636366
9022003700333/9022003700547,Kungsängsesplanaden (Uppsala),Stålgatan södra (Uppsala),59.850218,17.659028,59.845717,17.67382,4343,152,14,0.826,163.0599090909091
9022003700053/9022003700636,Årstagården (Uppsala),Uppsala Årsta torg,59.861087,17.685231,59.865787,17.681747,3874,88,-3,0.919,161.82754545454546
9022003700065/9022003700575,Slottsbacken (Uppsala),Blåsenhus (Uppsala),59.85489,17.632428,59.851765,17.630508,4181,71,12,0.847,160.96849999999998
9022003700022/9022003700020,Rosendals skola (Uppsala),Tallbacksvägen (Uppsala),59.832806,17.640636,59.826865,17.630109,4308,93,19,0.82,160.57090909090908
9022003700334/9022003700333,Vimpelgatan (Uppsala),Kungsängsesplanaden (Uppsala),59.8482,17.662699,59.850218,17.659028,3972,58,-3,0.886,159.9632727272727
9022003700336/9022003700335,Kuggebro (Uppsala),Östra Vindbrovägen (Uppsala),59.832305,17.690761,59.84405,17.673601,3972,95,13,0.885,159.78272727272727
9022003700203/9022003700201,Hanselligatan (Uppsala),Axel Johanssons gata (Uppsala),59.852417,17.693808,59.857169,17.689901,3979,67,3,0.883,159.70259090909093
9022003700135/9022003700137,Levertinsgatan (Uppsala),Bureusgatan (Uppsala),59.874018,17.653317,59.870234,17.64725,4427,105,26,0.793,159.57322727272728
9022003700335/9022003700336,Östra Vindbrovägen (Uppsala),Kuggebro (Uppsala),59.84405,17.673601,59.832305,17.690761,3896,88,6,0.901,159.5589090909091
9022003700224/9022003700225,Veterinärvägen (Uppsala),Campus Ultuna (Uppsala),59.818594,17.658609,59.815615,17.659121,4592,92,-24,0.763,159.2589090909091
9022003700125/9022003700126,Djäknegatan (Uppsala),Portalgatan (Uppsala),59.87136,17.639224,59.867586,17.63948,3780,71,-2,0.918,157.7290909090909
9022003700333/9022003700539,Kungsängsesplanaden (Uppsala),Strandbodgatan (Uppsala),59.850218,17.659028,59.853083,17.653834,3972,84,-11,0.87,157.07454545454544
9022003700333/9022003700334,Kungsängsesplanaden (Uppsala),Vimpelgatan (Uppsala),59.850218,17.659028,59.8482,17.662699,3896,75,0,0.878,155.4858181818182
9022003700110/9022003700591,Saluhallen (Uppsala),Stadsbiblioteket (Uppsala),59.859532,17.632414,59.861031,17.635638,3693,62,0,0.925,155.27386363636364
9022003700539/9022003700259,Strandbodgatan (Uppsala),Samariterhemmet (Uppsala),59.853083,17.653834,59.855191,17.650096,3973,60,8,0.857,154.7664090909091
9022003700020/9022003700022,Tallbacksvägen (Uppsala),Rosendals skola (Uppsala),59.826865,17.630109,59.832806,17.640636,4224,96,20,0.803,154.17600000000002
9022003700201/9022003700203,Axel Johanssons gata (Uppsala),Hanselligatan (Uppsala),59.857169,17.689901,59.852417,17.693808,3980,110,-15,0.849,153.59181818181818
9022003700126/9022003700125,Portalgatan (Uppsala),Djäknegatan (Uppsala),59.867586,17.63948,59.87136,17.639224,3737,53,0,0.902,153.217
9022003700021/9022003700022,Grindstugan (Uppsala),Rosendals skola (Uppsala),59.839989,17.63996,59.832806,17.640636,4308,100,6,0.772,151.17163636363637
9022003700600/9022003700325,Uppsala Centralstationen (Uppsala),Bäverns gränd (Uppsala),59.858683,17.64372,59.856129,17.645311,7281,71,91,0.456,150.91527272727274
9022003700636/9022003700053,Uppsala Årsta torg,Årstagården (Uppsala),59.865787,17.681747,59.861087,17.685231,3815,92,0,0.852,147.74454545454546
9022003700062/9022003700147,Vaksala torg (Uppsala),Torkelsgatan norra (Uppsala),59.861884,17.645968,59.864098,17.650696,4114,108,27,0.79,147.73000000000002
9022003700134/9022003700135,Almqvistgatan (Uppsala),Levertinsgatan (Uppsala),59.876488,17.655168,59.874018,17.653317,4427,83,-25,0.727,146.29222727272727
9022003700132/9022003700002,Lagerlöfsgatan (Uppsala),Fredrika Bremersgatan (Uppsala),59.880933,17.655112,59.886818,17.654831,4479,198,-64,0.717,145.9746818181818
9022003700334/9022003700335,Vimpelgatan (Uppsala),Östra Vindbrovägen (Uppsala),59.8482,17.662699,59.84405,17.673601,3896,79,15,0.818,144.86036363636362
9022003700600/9022003700032,Uppsala Centralstationen (Uppsala),Klostergatan (Uppsala),59.858683,17.64372,59.861158,17.636824,8340,94,147,0.382,144.81272727272727
9022003700539/9022003700333,Strandbodgatan (Uppsala),Kungsängsesplanaden (Uppsala),59.853083,17.653834,59.850218,17.659028,3896,84,-18,0.815,144.3290909090909
9022003700170/9022003700169,Gnejsvägen (Uppsala),Västertorg (Uppsala),59.839828,17.596263,59.840677,17.602445,3620,69,-7,0.868,142.82545454545453
9022003700166/9022003700072,Glimmervägen (Uppsala),Täljstenen (Uppsala),59.840059,17.608263,59.839678,17.613791,3620,102,-8,0.867,142.6609090909091
9022003700132/9022003700134,Lagerlöfsgatan (Uppsala),Almqvistgatan (Uppsala),59.880933,17.655112,59.876488,17.655168,4427,69,26,0.708,142.46890909090908
9022003700223/9022003700224,SVA (Uppsala),Veterinärvägen (Uppsala),59.822189,17.65642,59.818594,17.658609,3386,39,1,0.913,140.519
9022003700062/9022003700001,Vaksala torg (Uppsala),Stora Torget (Uppsala),59.861884,17.645968,59.858594,17.639199,3934,279,-81,0.781,139.657
9022003700574/9022003700222,Ekudden (Uppsala),Kronparksgården (Uppsala),59.827178,17.654075,59.828995,17.651215,3391,48,0,0.905,139.4934090909091
9022003700204/9022003700513,Möllersvärdsgatan (Uppsala),Uppsala Business Park västra (Uppsala),59.851727,17.696839,59.850242,17.700823,4741,82,-23,0.646,139.213
9022003700400/9022003700221,Lägerhyddsvägen (Uppsala),Gustaf Kjellbergs väg (Uppsala),59.839062,17.651041,59.831564,17.649877,3386,69,-2,0.903,138.9799090909091
9022003700335/9022003700334,Östra Vindbrovägen (Uppsala),Vimpelgatan (Uppsala),59.84405,17.673601,59.8482,17.662699,3972,114,-34,0.768,138.65890909090908
9022003700547/9022003700333,Stålgatan södra (Uppsala),Kungsängsesplanaden (Uppsala),59.845717,17.67382,59.850218,17.659028,4322,200,-80,0.702,137.91109090909092
9022003781199/9022003781002,S:t Ilian (Enköping),Gustav Adolfs plan (Enköping),59.643688,17.081986,59.636758,17.075465,3478,169,-3,0.866,136.90672727272727
9022003700224/9022003700223,Veterinärvägen (Uppsala),SVA (Uppsala),59.818594,17.658609,59.822189,17.65642,3391,67,-1,0.888,136.8730909090909
9022003700135/9022003700134,Levertinsgatan (Uppsala),Almqvistgatan (Uppsala),59.874018,17.653317,59.876488,17.655168,4479,69,0,0.667,135.79513636363637
9022003700053/9022003700201,Årstagården (Uppsala),Axel Johanssons gata (Uppsala),59.861087,17.685231,59.857169,17.689901,3836,60,19,0.77,134.26000000000002
9022003700221/9022003700400,Gustaf Kjellbergs väg (Uppsala),Lägerhyddsvägen (Uppsala),59.831564,17.649877,59.839062,17.651041,3391,83,-11,0.871,134.2527727272727
9022003700392/9022003700086,Svankärrsvägen (Uppsala),Långvägen (Uppsala),59.792518,17.643464,59.796724,17.641237,3326,86,-10,0.882,133.34236363636364
9022003700085/9022003700083,Entitparken (Uppsala),Morkullevägen (Uppsala),59.799628,17.644158,59.803049,17.644097,3343,54,0,0.877,133.26413636363637
9022003700147/9022003700062,Torkelsgatan norra (Uppsala),Vaksala torg (Uppsala),59.864098,17.650696,59.861884,17.645968,4252,50,23,0.687,132.77836363636365
9022003700600/9022003700259,Uppsala Centralstationen (Uppsala),Samariterhemmet (Uppsala),59.858683,17.64372,59.855191,17.650096,7068,69,97,0.412,132.36436363636363
9022003700065/9022003700064,Slottsbacken (Uppsala),Trädgårdsgatan (Uppsala),59.85489,17.632428,59.857322,17.636399,5816,33,34,0.5,132.1818181818182
9022003700214/9022003700610,Gatstenen (Uppsala),Hedensbergsvägen (Uppsala),59.853822,17.571173,59.850917,17.572232,3185,48,-1,0.909,131.59840909090912
9022003700134/9022003700132,Almqvistgatan (Uppsala),Lagerlöfsgatan (Uppsala),59.876488,17.655168,59.880933,17.655112,4476,117,-55,0.646,131.4316363636364
9022003700600/9022003700062,Uppsala Centralstationen (Uppsala),Vaksala torg (Uppsala),59.858683,17.64372,59.861884,17.645968,8006,89,147,0.361,131.3711818181818
9022003700574/9022003700223,Ekudden (Uppsala),SVA (Uppsala),59.827178,17.654075,59.822189,17.65642,3386,89,-15,0.848,130.51490909090907
9022003781210/9022003781199,Enköping station,S:t Ilian (Enköping),59.644447,17.086076,59.643688,17.081986,4888,67,30,0.587,130.42072727272728
9022003700066/9022003700065,Segerstedthuset (Uppsala),Slottsbacken (Uppsala),59.852982,17.633394,59.85489,17.632428,3433,48,3,0.833,129.98586363636363
9022003700014/9022003700016,Gottsunda torg (Uppsala),Linrepevägen (Uppsala),59.811287,17.62694,59.813073,17.63415,4954,70,51,0.577,129.9299090909091
9022003700086/9022003700085,Långvägen (Uppsala),Entitparken (Uppsala),59.796724,17.641237,59.799628,17.644158,3343,47,3,0.855,129.92113636363638
9022003700104/9022003700536,Flogsta centrum (Uppsala),Stenhagen (Uppsala),59.852083,17.587641,59.848034,17.564211,3254,117,7,0.877,129.71627272727272
9022003700317/9022003700316,Lilla Myrby (Uppsala),Ärna gård (Uppsala),59.893152,17.615677,59.90406,17.610426,3086,76,-5,0.924,129.61200000000002
9022003700201/9022003700053,Axel Johanssons gata (Uppsala),Årstagården (Uppsala),59.857169,17.689901,59.861087,17.685231,3874,68,25,0.735,129.4268181818182
9022003700063/9022003700172,Vaksalagatan (Uppsala),Skolgatan (Uppsala),59.860707,17.643421,59.863106,17.635574,3945,88,35,0.721,129.28840909090908
9022003700368/9022003700317,Tunabergsallén (Uppsala),Lilla Myrby (Uppsala),59.878229,17.622938,59.893152,17.615677,3086,140,-6,0.921,129.19118181818183
9022003700513/9022003700204,Uppsala Business Park västra (Uppsala),Möllersvärdsgatan (Uppsala),59.850242,17.700823,59.851727,17.696839,4734,34,21,0.6,129.1090909090909
9022003700316/9022003700317,Ärna gård (Uppsala),Lilla Myrby (Uppsala),59.90406,17.610426,59.893152,17.615677,3146,68,-3,0.9,128.70000000000002
9022003700085/9022003700086,Entitparken (Uppsala),Långvägen (Uppsala),59.799628,17.644158,59.796724,17.641237,3469,49,5,0.814,128.353
9022003700622/9022003700600,Uppsala Stadshuset,Uppsala Centralstationen (Uppsala),59.86072,17.643797,59.858683,17.64372,3690,123,-4,0.762,127.80818181818181
9022003700572/9022003700021,Polacksbacken (Uppsala),Grindstugan (Uppsala),59.840257,17.647825,59.839989,17.63996,3391,120,0,0.827,127.47077272727272
9022003700610/9022003700104,Hedensbergsvägen (Uppsala),Flogsta centrum (Uppsala),59.850917,17.572232,59.852083,17.587641,3164,153,-19,0.881,126.70381818181818
9022003700315/9022003700316,Ärna bro (Uppsala),Ärna gård (Uppsala),59.9097,17.607728,59.90406,17.610426,3146,36,0,0.879,125.697
9022003700086/9022003700392,Långvägen (Uppsala),Svankärrsvägen (Uppsala),59.796724,17.641237,59.792518,17.643464,3468,96,-17,0.796,125.47854545454545
9022003700223/9022003700574,SVA (Uppsala),Ekudden (Uppsala),59.822189,17.65642,59.827178,17.654075,3391,104,-21,0.814,125.46699999999998
9022003781002/9022003781199,Gustav Adolfs plan (Enköping),S:t Ilian (Enköping),59.636758,17.075465,59.643688,17.081986,3507,192,-45,0.78,124.33909090909091
9022003700137/9022003700139,Bureusgatan (Uppsala),Kvarntorget (Uppsala),59.870234,17.64725,59.866282,17.646693,3226,116,-20,0.846,124.05436363636362
9022003700333/9022003700259,Kungsängsesplanaden (Uppsala),Samariterhemmet (Uppsala),59.850218,17.659028,59.855191,17.650096,3161,141,-13,0.862,123.85372727272727
9022003700129/9022003700172,Ekonomikum (Uppsala),Skolgatan (Uppsala),59.860404,17.620003,59.863106,17.635574,3268,176,-14,0.833,123.73836363636362
9022003700374/9022003700566,Gimogatan (Uppsala),Seminariegatan (Uppsala),59.868859,17.607715,59.869618,17.613934,3128,64,-2,0.867,123.27163636363636
9022003191042/9022003191225,Terminal 5 (Arlanda) (Sigtuna),Terminal 4 (Arlanda) (Sigtuna),59.651623,17.933804,59.64677,17.928548,3046,118,0,0.889,123.08609090909093
9022003700392/9022003700393,Svankärrsvägen (Uppsala),Trasthagen (Uppsala),59.792518,17.643464,59.789335,17.645711,3463,67,-12,0.781,122.9365
9022003700218/9022003700400,Lundellska skolan (Uppsala),Lägerhyddsvägen (Uppsala),59.838602,17.65123,59.839062,17.651041,3386,54,-8,0.796,122.51163636363637
9022003700330/9022003700552,Fyrishov (Uppsala),Klockarängen (Uppsala),59.87118,17.626946,59.869618,17.613934,3136,64,3,0.857,122.16145454545453
9022003700388/9022003700387,Hammarby kyrkogård (Uppsala),Ulleråker norra (Uppsala),59.82776,17.644513,59.83276,17.642666,2967,66,-4,0.905,122.05159090909092
9022003700212/9022003700488,Stenröset (Uppsala),Stenhagens centrum (Uppsala),59.852678,17.564063,59.850824,17.558987,3287,61,-5,0.813,121.4695909090909
9022003700314/9022003700315,Lilla Vallskog (Uppsala),Ärna bro (Uppsala),59.919614,17.602901,59.9097,17.607728,2820,58,0,0.943,120.87545454545455
9022003700400/9022003700218,Lägerhyddsvägen (Uppsala),Lundellska skolan (Uppsala),59.839062,17.651041,59.838602,17.65123,3391,88,-19,0.779,120.07222727272728
9022003700552/9022003700566,Klockarängen (Uppsala),Seminariegatan (Uppsala),59.869618,17.613934,59.869618,17.613934,3136,50,-7,0.84,119.7381818181818
9022003700566/9022003700552,Seminariegatan (Uppsala),Klockarängen (Uppsala),59.869618,17.613934,59.869618,17.613934,3128,45,-6,0.84,119.43272727272728
9022003700313/9022003700314,Stora Vallskog (Uppsala),Lilla Vallskog (Uppsala),59.925814,17.59991,59.919614,17.602901,2820,36,0,0.93,119.20909090909092
9022003700591/9022003700110,Stadsbiblioteket (Uppsala),Saluhallen (Uppsala),59.861031,17.635638,59.859532,17.632414,3657,51,21,0.714,118.68627272727272
9022003700336/9022003700367,Kuggebro (Uppsala),Nämndemansvägen (Uppsala),59.832305,17.690761,59.820876,17.696998,3034,137,-20,0.858,118.326
9022003700218/9022003700572,Lundellska skolan (Uppsala),Polacksbacken (Uppsala),59.838602,17.65123,59.840257,17.647825,3391,88,-1,0.766,118.06845454545454
9022003700065/9022003700066,Slottsbacken (Uppsala),Segerstedthuset (Uppsala),59.85489,17.632428,59.852982,17.633394,3358,44,12,0.773,117.98790909090908
9022003700057/9022003700058,Apelgatan (Uppsala),Byggmästargatan (Uppsala),59.865955,17.672473,59.866159,17.668842,2686,50,1,0.964,117.69563636363637
9022003700017/9022003700016,Barkspadevägen (Uppsala),Linrepevägen (Uppsala),59.818051,17.633834,59.813073,17.63415,2685,68,0,0.963,117.52977272727273
9022003700581/9022003700139,Väderkvarnsgatan (Uppsala),Kvarntorget (Uppsala),59.864202,17.643918,59.866282,17.646693,3171,47,10,0.813,117.18286363636362
9022003700368/9022003700369,Tunabergsallén (Uppsala),Tuna backar (Uppsala),59.878229,17.622938,59.875571,17.624311,3235,51,0,0.795,116.90113636363635
9022003700213/9022003700212,Stenhällen (Uppsala),Stenröset (Uppsala),59.854891,17.56841,59.852678,17.564063,3287,55,6,0.778,116.24027272727272
9022003700169/9022003700170,Västertorg (Uppsala),Gnejsvägen (Uppsala),59.840677,17.602445,59.839828,17.596263,3559,46,7,0.717,115.99104545454546
9022003700021/9022003700572,Grindstugan (Uppsala),Polacksbacken (Uppsala),59.839989,17.63996,59.840257,17.647825,3386,154,-48,0.751,115.58572727272727
9022003700610/9022003700214,Hedensbergsvägen (Uppsala),Gatstenen (Uppsala),59.850917,17.572232,59.853822,17.571173,3287,57,-2,0.768,114.74618181818182
9022003700572/9022003700218,Polacksbacken (Uppsala),Lundellska skolan (Uppsala),59.840257,17.647825,59.838602,17.65123,3386,128,-34,0.744,114.50836363636364
9022003700369/9022003700368,Tuna backar (Uppsala),Tunabergsallén (Uppsala),59.875571,17.624311,59.878229,17.622938,3176,63,-2,0.793,114.48036363636365
9022003700146/9022003700541,Österängsgatan norra (Uppsala),Molngatan (Uppsala),59.866155,17.655148,59.86984,17.66312,4670,66,50,0.538,114.20272727272729
9022003700316/9022003700315,Ärna gård (Uppsala),Ärna bro (Uppsala),59.90406,17.610426,59.9097,17.607728,2753,30,-2,0.909,113.74895454545455
9022003700214/9022003700213,Gatstenen (Uppsala),Stenhällen (Uppsala),59.853822,17.571173,59.854891,17.56841,3287,29,6,0.758,113.25209090909091
9022003700310/9022003700311,Lytta (Uppsala),Ärentuna vägskäl (Uppsala),59.943833,17.591238,59.938321,17.593858,2679,33,0,0.927,112.88331818181818
9022003700536/9022003700104,Stenhagen (Uppsala),Flogsta centrum (Uppsala),59.848034,17.564211,59.852083,17.587641,3314,152,-19,0.749,112.82663636363635
9022003700315/9022003700314,Ärna bro (Uppsala),Lilla Vallskog (Uppsala),59.9097,17.607728,59.919614,17.602901,2736,62,-6,0.9,111.92727272727272
9022003700367/9022003700336,Nämndemansvägen (Uppsala),Kuggebro (Uppsala),59.820876,17.696998,59.832305,17.690761,3090,104,12,0.795,111.66136363636365
9022003700313/9022003700312,Stora Vallskog (Uppsala),Svista (Uppsala),59.925814,17.59991,59.932538,17.596624,2736,32,-1,0.897,111.55418181818182
9022003700142/9022003700143,Gränbyvägen (Uppsala),Tövädersgatan (Uppsala),59.873412,17.670873,59.872,17.667847,2616,58,-1,0.938,111.53672727272726
9022003700311/9022003700310,Ärentuna vägskäl (Uppsala),Lytta (Uppsala),59.938321,17.593858,59.943833,17.591238,2628,40,-1,0.93,111.09272727272727
9022003700212/9022003700213,Stenröset (Uppsala),Stenhällen (Uppsala),59.852678,17.564063,59.854891,17.56841,3185,59,18,0.762,110.31681818181819
9022003700169/9022003700166,Västertorg (Uppsala),Glimmervägen (Uppsala),59.840677,17.602445,59.840059,17.608263,3095,60,16,0.784,110.29454545454546
9022003700083/9022003700085,Morkullevägen (Uppsala),Entitparken (Uppsala),59.803049,17.644097,59.799628,17.644158,3463,40,12,0.7,110.18636363636362
9022003700314/9022003700313,Lilla Vallskog (Uppsala),Stora Vallskog (Uppsala),59.919614,17.602901,59.925814,17.59991,2736,44,-5,0.885,110.06181818181818
9022003700222/9022003700574,Kronparksgården (Uppsala),Ekudden (Uppsala),59.828995,17.651215,59.827178,17.654075,3386,41,16,0.714,109.8910909090909
9022003700143/9022003700541,Tövädersgatan (Uppsala),Molngatan (Uppsala),59.872,17.667847,59.86984,17.66312,2616,58,1,0.924,109.872
9022003700139/9022003700581,Kvarntorget (Uppsala),Väderkvarnsgatan (Uppsala),59.866282,17.646693,59.864202,17.643918,2701,131,0,0.894,109.75881818181819
9022003700259/9022003700539,Samariterhemmet (Uppsala),Strandbodgatan (Uppsala),59.855191,17.650096,59.853083,17.653834,3894,53,32,0.62,109.74
9022003700222/9022003700221,Kronparksgården (Uppsala),Gustaf Kjellbergs väg (Uppsala),59.828995,17.651215,59.831564,17.649877,3385,69,27,0.713,109.70477272727273
9022003700062/9022003700581,Vaksala torg (Uppsala),Väderkvarnsgatan (Uppsala),59.861884,17.645968,59.864202,17.643918,4654,82,79,0.518,109.58054545454546
9022003700393/9022003700392,Trasthagen (Uppsala),Svankärrsvägen (Uppsala),59.789335,17.645711,59.792518,17.643464,3326,46,12,0.722,109.15327272727272
9022003700312/9022003700313,Svista (Uppsala),Stora Vallskog (Uppsala),59.932538,17.596624,59.925814,17.59991,2820,40,6,0.844,108.18545454545455
9022003700162/9022003700369,Svartbäckens vårdcentral (Uppsala),Tuna backar (Uppsala),59.869091,17.628082,59.875571,17.624311,3176,108,27,0.748,107.98400000000001
9022003700387/9022003700388,Ulleråker norra (Uppsala),Hammarby kyrkogård (Uppsala),59.83276,17.642666,59.82776,17.644513,3030,78,-20,0.783,107.84045454545455
