edge_id,source_id,sink_id,source_name,sink_name,source_lat,source_lon,sink_lat,sink_lon,Record Count,delay,delay / travel time
9022003780048/9022003780049,9022003780048,9022003780049,Böksta (Uppsala),Balingsta kyrka (Uppsala),59.770546,17.409692,59.762968,17.425169,241,-10,-0.12
9022003782261/9022003782268,9022003782261,9022003782268,Bruksgatan (Harg) (Östhammar),Hargs kyrka (Östhammar),60.184973,18.395061,60.187068,18.390286,241,-26,-0.54
9022003700001/9022003700600,9022003700001,9022003700600,Stora Torget (Uppsala),Uppsala Centralstationen (Uppsala),59.858594,17.639199,59.858683,17.64372,240,42,0.35
9022003719024/9022003719079,9022003719024,9022003719079,Snårets vägskäl (Älvkarleby),Slåttervallen (Gårdskär) (Älvkarleby),60.60369,17.547363,60.607436,17.56568,237,0,0
9022003719082/9022003719086,9022003719082,9022003719086,Nedergårdsvägen (Gårdskär) (Älvkarleby),Gårdskär vändslingan (Älvkarleby),60.609105,17.581312,60.611208,17.584533,237,-37,-0.2214765100671141
9022003191295/9022003191045,9022003191295,9022003191045,Kustvägen (Hallstavik) (Norrtälje),Hallstavik busstation (Norrtälje),60.049807,18.589742,60.050574,18.594261,237,-21,-0.14545454545454545
9022003719079/9022003719083,9022003719079,9022003719083,Slåttervallen (Gårdskär) (Älvkarleby),Kiosken (Gårdskär) (Älvkarleby),60.607436,17.56568,60.609504,17.576312,237,18,0.42857142857142855
9022003719020/9022003719024,9022003719020,9022003719024,Gårdskärsvägen (Älvkarleby),Snårets vägskäl (Älvkarleby),60.58741,17.472302,60.60369,17.547363,237,-77,-0.25
9022003719083/9022003719082,9022003719083,9022003719082,Kiosken (Gårdskär) (Älvkarleby),Nedergårdsvägen (Gårdskär) (Älvkarleby),60.609504,17.576312,60.609105,17.581312,237,10,0.5882352941176471
9022003705027/9022003705028,9022003705027,9022003705028,Granelund (Bålsta) (Håbo),Kalmar kyrka (Bålsta) (Håbo),59.541324,17.518856,59.543807,17.523279,236,-6,-0.10909090909090909
9022003705042/9022003705039,9022003705042,9022003705039,Kraftleden (Bålsta) (Håbo),Smultronstället (Bålsta) (Håbo),59.56432,17.507603,59.560372,17.508802,236,0,0
9022003781196/9022003781182,9022003781196,9022003781182,Västerleds torg (Enköping),Strömgatan (Enköping),59.639772,17.061766,59.63511,17.056398,234,26,0.35135135135135137
9022003760124/9022003760060,9022003760124,9022003760060,Brunnby (Vendel) (Tierp),Vendels skola (Tierp),60.173036,17.614347,60.165288,17.605778,234,17,0.3617021276595745
9022003780165/9022003780165,9022003780165,9022003780165,Västerberga (Uppsala),Västerberga (Uppsala),59.956525,17.836111,59.956525,17.836111,233,-7,-0.225
9022003781166/9022003781149,9022003781166,9022003781149,Lasarettet (Enköping),Vappa säteri (Enköping),59.629217,17.068019,59.620314,17.04238,232,40,0.3418803418803419
9022003705038/9022003705036,9022003705038,9022003705036,Dyarne (Bålsta) (Håbo),Fånäs (Bålsta) (Håbo),59.557684,17.53987,59.556052,17.5458,229,-32,-0.3368421052631579
9022003719117/9022003719107,9022003719117,9022003719107,Gårdskär Byggvägen,Väktarstigen (Långsand ) (Älvkarleby),60.611773,17.574391,60.646,17.554802,228,-41,-0.10761154855643044
9022003719083/9022003719117,9022003719083,9022003719117,Kiosken (Gårdskär) (Älvkarleby),Gårdskär Byggvägen,60.609504,17.576312,60.611773,17.574391,228,19,0.5135135135135135
9022003780133/9022003780584,9022003780133,9022003780584,Lejsta (Uppsala),Ströja vägskäl (Uppsala),59.952334,17.895232,59.9503,17.91415,227,-9,-0.1956521739130435
9022003717043/9022003717042,9022003717043,9022003717042,Råsbo vägskäl (Heby),Östa vägskäl (Heby),60.095129,16.879549,60.135582,16.901868,226,49,0.2237442922374429
9022003717064/9022003717063,9022003717064,9022003717063,Hedåsen södra (Heby),Hedåsen norra (Heby),59.947146,16.860446,59.95406,16.858983,226,4,0.07017543859649122
9022003717062/9022003717061,9022003717062,9022003717061,Ulebo (Heby),"Tärnsjö vägskäl, v. 56 (Heby)",59.956505,16.852975,59.95771,16.840197,226,15,0.2830188679245283
9022003717058/9022003717057,9022003717058,9022003717057,Källviken (Heby),Över Sävne (Heby),59.993949,16.830773,59.998895,16.831965,226,-2,-0.05128205128205128
9022003717061/9022003717078,9022003717061,9022003717078,"Tärnsjö vägskäl, v. 56 (Heby)",Norrgården (Heby),59.95771,16.840197,59.975114,16.8368,226,23,0.2
9022003717041/9022003717040,9022003717041,9022003717040,Tärnsjö Hedenslund,Ljusbäck vägskäl (Heby),60.139286,16.905483,60.144051,16.911024,226,11,0.4230769230769231
9022003717057/9022003717056,9022003717057,9022003717056,Över Sävne (Heby),Asplunda (Heby),59.998895,16.831965,60.004316,16.836632,226,-1,-0.03125
9022003717078/9022003717060,9022003717078,9022003717060,Norrgården (Heby),Stingtorpet (Heby),59.975114,16.8368,59.980037,16.835215,226,-4,-0.12903225806451613
9022003717046/9022003717045,9022003717046,9022003717045,Kroksbo vägskäl (Heby),Rödmossa vägskäl (Heby),60.051631,16.865984,60.073362,16.878302,226,17,0.1504424778761062
9022003717063/9022003717062,9022003717063,9022003717062,Hedåsen norra (Heby),Ulebo (Heby),59.95406,16.858983,59.956505,16.852975,226,0,0
9022003717042/9022003717041,9022003717042,9022003717041,Östa vägskäl (Heby),Tärnsjö Hedenslund,60.135582,16.901868,60.139286,16.905483,226,7,0.2692307692307692
9022003717059/9022003717058,9022003717059,9022003717058,Klockarbo (Heby),Källviken (Heby),59.98468,16.8326,59.993949,16.830773,226,-3,-0.05263157894736842
9022003717045/9022003717044,9022003717045,9022003717044,Rödmossa vägskäl (Heby),Lilla Runhällen (Heby),60.073362,16.878302,60.079121,16.879891,226,4,0.12121212121212122
9022003717060/9022003717059,9022003717060,9022003717059,Stingtorpet (Heby),Klockarbo (Heby),59.980037,16.835215,59.98468,16.8326,226,-10,-0.3333333333333333
9022003717032/9022003717064,9022003717032,9022003717064,Vårdcentralen (Heby),Hedåsen södra (Heby),59.941565,16.862362,59.947146,16.860446,226,-3,-0.03571428571428571
9022003717040/9022003717039,9022003717040,9022003717039,Ljusbäck vägskäl (Heby),Fridhemsvägen (Tärnsjö) (Heby),60.144051,16.911024,60.150672,16.922121,226,-1,-0.013888888888888888
9022003717044/9022003717043,9022003717044,9022003717043,Lilla Runhällen (Heby),Råsbo vägskäl (Heby),60.079121,16.879891,60.095129,16.879549,226,13,0.16666666666666666
9022003781149/9022003781166,9022003781149,9022003781166,Vappa säteri (Enköping),Lasarettet (Enköping),59.620314,17.04238,59.629217,17.068019,225,-92,-0.3246268656716418
9022003705036/9022003705038,9022003705036,9022003705038,Fånäs (Bålsta) (Håbo),Dyarne (Bålsta) (Håbo),59.556052,17.5458,59.557684,17.53987,223,-34,-0.2857142857142857
9022003705111/9022003705040,9022003705111,9022003705040,Infra Park (Bålsta) (Håbo),Kalmar livs (Bålsta) (Håbo),59.559794,17.536441,59.561564,17.540477,223,5,0.09433962264150944
9022003705038/9022003705018,9022003705038,9022003705018,Dyarne (Bålsta) (Håbo),Helgövägen (Bålsta) (Håbo),59.557684,17.53987,59.554059,17.526064,223,-83,-0.564625850340136
9022003782251/9022003782095,9022003782251,9022003782095,Pensionärshemmet (Harg) (Östhammar),Kolarmoravägen (Harg) (Östhammar),60.175357,18.40366,60.17924,18.399387,223,20,0.6666666666666666
9022003705018/9022003705111,9022003705018,9022003705111,Helgövägen (Bålsta) (Håbo),Infra Park (Bålsta) (Håbo),59.554059,17.526064,59.559794,17.536441,223,-49,-0.2916666666666667
9022003782259/9022003782095,9022003782259,9022003782095,Brukshandeln (Harg) (Östhammar),Kolarmoravägen (Harg) (Östhammar),60.181407,18.399666,60.17924,18.399387,222,6,0.375
9022003782268/9022003782261,9022003782268,9022003782261,Hargs kyrka (Östhammar),Bruksgatan (Harg) (Östhammar),60.187068,18.390286,60.184973,18.395061,222,0,0
9022003782261/9022003782259,9022003782261,9022003782259,Bruksgatan (Harg) (Östhammar),Brukshandeln (Harg) (Östhammar),60.184973,18.395061,60.181407,18.399666,222,-63,-0.6274509803921569
9022003782095/9022003782251,9022003782095,9022003782251,Kolarmoravägen (Harg) (Östhammar),Pensionärshemmet (Harg) (Östhammar),60.17924,18.399387,60.175357,18.40366,217,19,0.48484848484848486
9022003780374/9022003780385,9022003780374,9022003780385,Hagby kyrka (Uppsala),Hillinge (Uppsala),59.801573,17.376918,59.809213,17.380717,215,41,1.1388888888888888
9022003781054/9022003781519,9022003781054,9022003781519,Vulcanusvägen (Enköping),Ekenkällsgatan (Enköping),59.637668,17.113476,59.640078,17.108587,214,10,0.14754098360655737
9022003781541/9022003781542,9022003781541,9022003781542,Enköping Åkersberg,Enköping Bovieran,59.628304,17.127026,59.632403,17.123801,214,11,0.23404255319148937
9022003781519/9022003781198,9022003781519,9022003781198,Ekenkällsgatan (Enköping),Litslenavägen (Enköping),59.640078,17.108587,59.640983,17.101477,214,21,0.4666666666666667
9022003781540/9022003781541,9022003781540,9022003781541,Enköping Klondyke,Enköping Åkersberg,59.63564,17.142827,59.628304,17.127026,214,-32,-0.16494845360824742
9022003781542/9022003781194,9022003781542,9022003781194,Enköping Bovieran,Lingongatan (Enköping),59.632403,17.123801,59.634519,17.117803,214,11,0.2558139534883721
9022003781538/9022003781539,9022003781538,9022003781539,Enköping Varggatan norra,Enköping Varggatan södra,59.643679,17.148555,59.640079,17.152951,214,-26,-0.16546762589928057
9022003781224/9022003781538,9022003781224,9022003781538,Annelund (Enköping),Enköping Varggatan norra,59.645925,17.137809,59.643679,17.148555,214,-18,-0.18556701030927836
9022003781194/9022003781054,9022003781194,9022003781054,Lingongatan (Enköping),Vulcanusvägen (Enköping),59.634519,17.117803,59.637668,17.113476,214,-22,-0.24444444444444444
9022003781539/9022003781540,9022003781539,9022003781540,Enköping Varggatan södra,Enköping Klondyke,59.640079,17.152951,59.63564,17.142827,214,38,0.3939393939393939
9022003781198/9022003781210,9022003781198,9022003781210,Litslenavägen (Enköping),Enköping station,59.640983,17.101477,59.644447,17.086076,214,-56,-0.28865979381443296
9022003780054/9022003780289,9022003780054,9022003780289,Ärnesta vägskäl (Uppsala),Ärnesta gård (Uppsala),59.759026,17.485981,59.757291,17.491072,212,3,0.12
9022003779188/9022003780384,9022003779188,9022003780384,Stora Bärsta (Uppsala),Näs Focksta (Uppsala),59.802613,17.542057,59.806089,17.530369,212,-64,-0.5833333333333334
9022003780384/9022003780980,9022003780384,9022003780980,Näs Focksta (Uppsala),Focksta gård (Uppsala),59.806089,17.530369,59.809107,17.519903,212,-3,-0.061224489795918366
9022003779189/9022003779190,9022003779189,9022003779190,Söderby Gård (Uppsala),Näs Söderby (Uppsala),59.81415,17.502818,59.818303,17.496077,212,-9,-0.1836734693877551
9022003780282/9022003780274,9022003780282,9022003780274,Häljebolsta (Uppsala),Västeråkers kyrka (Uppsala),59.755185,17.49988,59.752236,17.509962,212,2,0.0425531914893617
9022003780289/9022003780282,9022003780289,9022003780282,Ärnesta gård (Uppsala),Häljebolsta (Uppsala),59.757291,17.491072,59.755185,17.49988,212,-3,-0.0784313725490196
9022003780299/9022003780283,9022003780299,9022003780283,Balingsta by (Uppsala),Storängsbron (Uppsala),59.759759,17.432701,59.756191,17.440268,212,0,0
9022003779063/9022003779188,9022003779063,9022003779188,Lilla Bärsta (Uppsala),Stora Bärsta (Uppsala),59.800218,17.549398,59.802613,17.542057,212,-5,-0.15151515151515152
9022003705001/9022003705000,9022003705001,9022003705000,Räddningsstation (Bålsta) (Håbo),Graneberg (Bålsta) (Håbo),59.580932,17.49352,59.584267,17.50438,211,8,0.10256410256410256
9022003705002/9022003705001,9022003705002,9022003705001,Västerskog (Bålsta) (Håbo),Räddningsstation (Bålsta) (Håbo),59.573973,17.499224,59.580932,17.49352,211,13,0.21428571428571427
9022003705047/9022003705002,9022003705047,9022003705002,Gillmarken (Bålsta) (Håbo),Västerskog (Bålsta) (Håbo),59.570293,17.502614,59.573973,17.499224,211,-6,-0.11363636363636363
9022003780980/9022003780384,9022003780980,9022003780384,Focksta gård (Uppsala),Näs Focksta (Uppsala),59.809107,17.519903,59.806089,17.530369,208,-51,-0.6375
9022003717058/9022003717059,9022003717058,9022003717059,Källviken (Heby),Klockarbo (Heby),59.993949,16.830773,59.98468,16.8326,208,-20,-0.2702702702702703
9022003717063/9022003717064,9022003717063,9022003717064,Hedåsen norra (Heby),Hedåsen södra (Heby),59.95406,16.858983,59.947146,16.860446,208,-8,-0.1111111111111111
9022003717046/9022003717047,9022003717046,9022003717047,Kroksbo vägskäl (Heby),Hedenslund,60.051631,16.865984,60.047004,16.854205,208,-9,-0.13432835820895522
9022003717047/9022003717046,9022003717047,9022003717046,Hedenslund,Kroksbo vägskäl (Heby),60.047004,16.854205,60.051631,16.865984,208,6,0.09090909090909091
9022003717052/9022003717051,9022003717052,9022003717051,Runhällen (Heby),Ingbo (Heby),60.025102,16.823074,60.029103,16.810479,208,-1,-0.015151515151515152
9022003717056/9022003717055,9022003717056,9022003717055,Asplunda (Heby),Runhällen vägskäl (Heby),60.004316,16.836632,60.011905,16.839612,208,-4,-0.06153846153846154
9022003717061/9022003717062,9022003717061,9022003717062,"Tärnsjö vägskäl, v. 56 (Heby)",Ulebo (Heby),59.95771,16.840197,59.956505,16.852975,208,-15,-0.22388059701492538
9022003717050/9022003717051,9022003717050,9022003717051,Enåkers kyrka (Heby),Ingbo (Heby),60.034155,16.801249,60.029103,16.810479,208,0,0
9022003717054/9022003717055,9022003717054,9022003717055,Andersbo (Heby),Runhällen vägskäl (Heby),60.019576,16.83318,60.011905,16.839612,208,-27,-0.26666666666666666
9022003719069/9022003719071,9022003719069,9022003719071,Västanån södra (Älvkarleby),Kungsgården (Älvkarleby),60.575807,17.442206,60.580998,17.444913,208,-6,-0.08641975308641975
9022003717053/9022003717054,9022003717053,9022003717054,Granitvägen (Runhällen) (Heby),Andersbo (Heby),60.023379,16.827684,60.019576,16.83318,208,-16,-0.27586206896551724
9022003719067/9022003719069,9022003719067,9022003719069,Svedden (Älvkarleby),Västanån södra (Älvkarleby),60.569893,17.437676,60.575807,17.442206,208,-40,-0.5925925925925926
9022003719059/9022003719021,9022003719059,9022003719021,Solbacken (Älvkarleby),Fisket (Älvkarleby),60.559938,17.431759,60.562608,17.43295,208,-7,-0.3125
9022003717053/9022003717052,9022003717053,9022003717052,Granitvägen (Runhällen) (Heby),Runhällen (Heby),60.023379,16.827684,60.025102,16.823074,208,-82,-0.656
9022003717048/9022003717047,9022003717048,9022003717047,Kroksbo (Heby),Hedenslund,60.039115,16.830018,60.047004,16.854205,208,-25,-0.18796992481203006
9022003719071/9022003719073,9022003719071,9022003719073,Kungsgården (Älvkarleby),Västanån norra (Älvkarleby),60.580998,17.444913,60.584315,17.442417,208,-20,-0.30303030303030304
9022003717051/9022003717052,9022003717051,9022003717052,Ingbo (Heby),Runhällen (Heby),60.029103,16.810479,60.025102,16.823074,208,-127,-0.6648936170212766
9022003717048/9022003717049,9022003717048,9022003717049,Kroksbo (Heby),Landberga (Heby),60.039115,16.830018,60.035226,16.807991,208,7,0.06086956521739131
9022003717054/9022003717053,9022003717054,9022003717053,Andersbo (Heby),Granitvägen (Runhällen) (Heby),60.019576,16.83318,60.023379,16.827684,208,-11,-0.2391304347826087
9022003717047/9022003717048,9022003717047,9022003717048,Hedenslund,Kroksbo (Heby),60.047004,16.854205,60.039115,16.830018,208,-34,-0.2537313432835821
9022003717056/9022003717057,9022003717056,9022003717057,Asplunda (Heby),Över Sävne (Heby),60.004316,16.836632,59.998895,16.831965,208,-11,-0.22916666666666666
9022003717041/9022003717042,9022003717041,9022003717042,Tärnsjö Hedenslund,Östa vägskäl (Heby),60.139286,16.905483,60.135582,16.901868,208,9,0.42857142857142855
9022003719008/9022003719056,9022003719008,9022003719056,Klockstapeln (Älvkarleö) (Älvkarleby),Älvkarleö skola (Älvkarleby),60.540464,17.417279,60.545044,17.420022,208,1,0.025
9022003717060/9022003717078,9022003717060,9022003717078,Stingtorpet (Heby),Norrgården (Heby),59.980037,16.835215,59.975114,16.8368,208,-11,-0.28205128205128205
9022003719058/9022003719059,9022003719058,9022003719059,Stationssamhället (Älvkarleby),Solbacken (Älvkarleby),60.55516,17.423078,60.559938,17.431759,208,52,1.1538461538461537
9022003717052/9022003717053,9022003717052,9022003717053,Runhällen (Heby),Granitvägen (Runhällen) (Heby),60.025102,16.823074,60.023379,16.827684,208,-19,-0.46153846153846156
9022003719073/9022003719076,9022003719073,9022003719076,Västanån norra (Älvkarleby),Fråganbo (Älvkarleby),60.584315,17.442417,60.592003,17.436217,208,-38,-0.3917525773195876
9022003717057/9022003717058,9022003717057,9022003717058,Över Sävne (Heby),Källviken (Heby),59.998895,16.831965,59.993949,16.830773,208,-8,-0.2
9022003717062/9022003717063,9022003717062,9022003717063,Ulebo (Heby),Hedåsen norra (Heby),59.956505,16.852975,59.95406,16.858983,208,-7,-0.1794871794871795
9022003719076/9022003719088,9022003719076,9022003719088,Fråganbo (Älvkarleby),Älvboda (Skutskär) (Älvkarleby),60.592003,17.436217,60.615041,17.427754,208,-88,-0.2913907284768212
9022003717045/9022003717046,9022003717045,9022003717046,Rödmossa vägskäl (Heby),Kroksbo vägskäl (Heby),60.073362,16.878302,60.051631,16.865984,208,29,0.2543859649122807
9022003717059/9022003717060,9022003717059,9022003717060,Klockarbo (Heby),Stingtorpet (Heby),59.98468,16.8326,59.980037,16.835215,208,-10,-0.2777777777777778
9022003719055/9022003719008,9022003719055,9022003719008,Lanforsens vägskäl (Älvkarleö) (Älvkarle,Klockstapeln (Älvkarleö) (Älvkarleby),60.536949,17.411674,60.540464,17.417279,208,162,4.351351351351352
9022003717078/9022003717061,9022003717078,9022003717061,Norrgården (Heby),"Tärnsjö vägskäl, v. 56 (Heby)",59.975114,16.8368,59.95771,16.840197,208,8,0.05555555555555555
9022003717050/9022003717049,9022003717050,9022003717049,Enåkers kyrka (Heby),Landberga (Heby),60.034155,16.801249,60.035226,16.807991,208,14,0.4
9022003779188/9022003779063,9022003779188,9022003779063,Stora Bärsta (Uppsala),Lilla Bärsta (Uppsala),59.802613,17.542057,59.800218,17.549398,208,0,0
9022003717049/9022003717048,9022003717049,9022003717048,Landberga (Heby),Kroksbo (Heby),60.035226,16.807991,60.039115,16.830018,208,3,0.02586206896551724
9022003780384/9022003779188,9022003780384,9022003779188,Näs Focksta (Uppsala),Stora Bärsta (Uppsala),59.806089,17.530369,59.802613,17.542057,208,14,0.45161290322580644
9022003719021/9022003719063,9022003719021,9022003719063,Fisket (Älvkarleby),Turisten (Älvkarleby),60.562608,17.43295,60.564943,17.438739,208,10,0.3333333333333333
9022003717042/9022003717043,9022003717042,9022003717043,Östa vägskäl (Heby),Råsbo vägskäl (Heby),60.135582,16.901868,60.095129,16.879549,208,46,0.20909090909090908
9022003717044/9022003717045,9022003717044,9022003717045,Lilla Runhällen (Heby),Rödmossa vägskäl (Heby),60.079121,16.879891,60.073362,16.878302,208,6,0.20689655172413793
9022003717040/9022003717041,9022003717040,9022003717041,Ljusbäck vägskäl (Heby),Tärnsjö Hedenslund,60.144051,16.911024,60.139286,16.905483,208,13,0.4642857142857143
9022003717051/9022003717050,9022003717051,9022003717050,Ingbo (Heby),Enåkers kyrka (Heby),60.029103,16.810479,60.034155,16.801249,208,7,0.109375
9022003717049/9022003717050,9022003717049,9022003717050,Landberga (Heby),Enåkers kyrka (Heby),60.035226,16.807991,60.034155,16.801249,208,15,0.4166666666666667
9022003779190/9022003779189,9022003779190,9022003779189,Näs Söderby (Uppsala),Söderby Gård (Uppsala),59.818303,17.496077,59.81415,17.502818,208,4,0.13793103448275862
9022003717055/9022003717054,9022003717055,9022003717054,Runhällen vägskäl (Heby),Andersbo (Heby),60.011905,16.839612,60.019576,16.83318,208,-12,-0.1411764705882353
9022003717064/9022003717032,9022003717064,9022003717032,Hedåsen södra (Heby),Vårdcentralen (Heby),59.947146,16.860446,59.941565,16.862362,208,-3,-0.0379746835443038
9022003717043/9022003717044,9022003717043,9022003717044,Råsbo vägskäl (Heby),Lilla Runhällen (Heby),60.095129,16.879549,60.079121,16.879891,208,13,0.16455696202531644
9022003719056/9022003719058,9022003719056,9022003719058,Älvkarleö skola (Älvkarleby),Stationssamhället (Älvkarleby),60.545044,17.420022,60.55516,17.423078,208,-74,-0.6893203883495146
9022003717039/9022003717040,9022003717039,9022003717040,Fridhemsvägen (Tärnsjö) (Heby),Ljusbäck vägskäl (Heby),60.150672,16.922121,60.144051,16.911024,208,4,0.05194805194805195
9022003717055/9022003717056,9022003717055,9022003717056,Runhällen vägskäl (Heby),Asplunda (Heby),60.011905,16.839612,60.004316,16.836632,208,-28,-0.358974358974359
9022003782335/9022003782324,9022003782335,9022003782324,Hanneberg (Östhammar),Norrsved (Östhammar),60.239125,18.358734,60.234377,18.366094,206,7,0.2413793103448276
9022003782324/9022003782317,9022003782324,9022003782317,Norrsved (Östhammar),Marka (Östhammar),60.234377,18.366094,60.218392,18.363349,206,14,0.18181818181818182
9022003782317/9022003782303,9022003782317,9022003782303,Marka (Östhammar),Löhammars vägskäl (Östhammar),60.218392,18.363349,60.206726,18.372238,206,12,0.2037037037037037
9022003782347/9022003782335,9022003782347,9022003782335,Börstils kyrka (Östhammar),Hanneberg (Östhammar),60.242749,18.349588,60.239125,18.358734,206,5,0.18518518518518517
9022003782303/9022003782288,9022003782303,9022003782288,Löhammars vägskäl (Östhammar),Stockby vägskäl (Harg) (Östhammar),60.206726,18.372238,60.195875,18.379344,206,9,0.1875
9022003782288/9022003782268,9022003782288,9022003782268,Stockby vägskäl (Harg) (Östhammar),Hargs kyrka (Östhammar),60.195875,18.379344,60.187068,18.390286,206,9,0.1875
9022003780646/9022003780656,9022003780646,9022003780656,Rycklingsboda (Uppsala),Västerbol (Uppsala),59.970754,18.131701,59.972457,18.139505,203,6,0.2727272727272727
9022003781212/9022003781533,9022003781212,9022003781533,Lillängsgatan (Enköping),Långgatan (Enköping),59.643635,17.077267,59.644693,17.080162,203,-13,-0.19117647058823528
9022003760412/9022003760269,9022003760412,9022003760269,Skärplinge bussterminal (Tierp),Salberga (Tierp),60.470572,17.758479,60.464717,17.764692,203,46,0.7894736842105263
9022003781428/9022003781429,9022003781428,9022003781429,Storskogen (Enköping),Mariedal (Bredsand) (Enköping),59.608146,17.073783,59.602834,17.068925,203,-31,-0.41333333333333333
9022003781757/9022003781428,9022003781757,9022003781428,Enköping Slalomvägen,Storskogen (Enköping),59.619199,17.080047,59.608146,17.073783,203,-35,-0.296
9022003780187/9022003780646,9022003780187,9022003780646,Rycklinge vägskäl (Uppsala),Rycklingsboda (Uppsala),59.965863,18.11001,59.970754,18.131701,203,11,0.18333333333333332
9022003781516/9022003781517,9022003781516,9022003781517,Västerledskyrkan (Enköping),Furugatan (Enköping),59.64373,17.066542,59.644635,17.073191,203,-37,-0.3333333333333333
9022003781429/9022003781430,9022003781429,9022003781430,Mariedal (Bredsand) (Enköping),Ryssbo (Bredsand) (Enköping),59.602834,17.068925,59.599836,17.072567,203,-30,-0.5660377358490566
9022003760269/9022003760274,9022003760269,9022003760274,Salberga (Tierp),Österänge (Tierp),60.464717,17.764692,60.456509,17.769178,203,5,0.1282051282051282
9022003760274/9022003760284,9022003760274,9022003760284,Österänge (Tierp),Försäter (Tierp),60.456509,17.769178,60.441407,17.778387,203,17,0.23943661971830985
9022003781533/9022003781210,9022003781533,9022003781210,Långgatan (Enköping),Enköping station,59.644693,17.080162,59.644447,17.086076,203,0,0
9022003781430/9022003781438,9022003781430,9022003781438,Ryssbo (Bredsand) (Enköping),Bredsand Yachtvägen,59.599836,17.072567,59.595329,17.076293,203,16,0.32
9022003781438/9022003781431,9022003781438,9022003781431,Bredsand Yachtvägen,Bredsands camping (Enköping),59.595329,17.076293,59.592269,17.074337,203,18,0.46153846153846156
9022003781517/9022003781212,9022003781517,9022003781212,Furugatan (Enköping),Lillängsgatan (Enköping),59.644635,17.073191,59.643635,17.077267,203,-39,-0.3813559322033898
9022003780578/9022003780574,9022003780578,9022003780574,Äskelunda vägskäl (Bälinge) (Uppsala),Isgrena (Uppsala),59.951688,17.500787,59.949063,17.517011,202,-14,-0.16279069767441862
9022003782349/9022003782082,9022003782349,9022003782082,Forsmarks kvarn (Östhammar),Forsmarks bruk (Östhammar),60.368873,18.151989,60.369667,18.164448,201,27,0.6136363636363636
9022003781429/9022003781428,9022003781429,9022003781428,Mariedal (Bredsand) (Enköping),Storskogen (Enköping),59.602834,17.068925,59.608146,17.073783,199,-24,-0.3287671232876712
9022003781435/9022003781434,9022003781435,9022003781434,Wändahls väg (Kolarvik) (Enköping),Skogsbovägen (Kolarvik) (Enköping),59.577835,17.084324,59.582246,17.076667,199,21,0.3333333333333333
9022003782327/9022003782355,9022003782327,9022003782355,Frebbenbo vägskäl (Östhammar),Berkinge vägskäl (Östhammar),60.383348,17.977885,60.367192,18.027082,199,-2,-0.013333333333333334
9022003781434/9022003781047,9022003781434,9022003781047,Skogsbovägen (Kolarvik) (Enköping),Fagerudd konferens (Enköping),59.582246,17.076667,59.585959,17.071461,199,8,0.14285714285714285
9022003781428/9022003781757,9022003781428,9022003781757,Storskogen (Enköping),Enköping Slalomvägen,59.608146,17.073783,59.619199,17.080047,199,-18,-0.16981132075471697
9022003781433/9022003781431,9022003781433,9022003781431,Främjarstugan (Bredsand) (Enköping),Bredsands camping (Enköping),59.588727,17.072999,59.592269,17.074337,199,-4,-0.08
9022003781430/9022003781429,9022003781430,9022003781429,Ryssbo (Bredsand) (Enköping),Mariedal (Bredsand) (Enköping),59.599836,17.072567,59.602834,17.068925,199,-3,-0.06521739130434782
9022003781438/9022003781430,9022003781438,9022003781430,Bredsand Yachtvägen,Ryssbo (Bredsand) (Enköping),59.595329,17.076293,59.599836,17.072567,199,-1,-0.022222222222222223
9022003782355/9022003782349,9022003782355,9022003782349,Berkinge vägskäl (Östhammar),Forsmarks kvarn (Östhammar),60.367192,18.027082,60.368873,18.151989,199,-66,-0.15876777251184834
9022003781436/9022003781435,9022003781436,9022003781435,Sjöängsvägen (Kolarvik) (Enköping),Wändahls väg (Kolarvik) (Enköping),59.576992,17.086982,59.577835,17.084324,199,40,2.2222222222222223
9022003781431/9022003781438,9022003781431,9022003781438,Bredsands camping (Enköping),Bredsand Yachtvägen,59.592269,17.074337,59.595329,17.076293,199,4,0.1111111111111111
9022003760322/9022003782327,9022003760322,9022003782327,Giboda (Tierp),Frebbenbo vägskäl (Östhammar),60.389084,17.945251,60.383348,17.977885,199,0,0
9022003781047/9022003781433,9022003781047,9022003781433,Fagerudd konferens (Enköping),Främjarstugan (Bredsand) (Enköping),59.585959,17.071461,59.588727,17.072999,199,-1,-0.030303030303030304
9022003780667/9022003780656,9022003780667,9022003780656,Faringe kyrka (Uppsala),Västerbol (Uppsala),59.979188,18.172983,59.972457,18.139505,198,35,0.4794520547945205
9022003780646/9022003780187,9022003780646,9022003780187,Rycklingsboda (Uppsala),Rycklinge vägskäl (Uppsala),59.970754,18.131701,59.965863,18.11001,198,6,0.1111111111111111
9022003780656/9022003780646,9022003780656,9022003780646,Västerbol (Uppsala),Rycklingsboda (Uppsala),59.972457,18.139505,59.970754,18.131701,198,5,0.29411764705882354
9022003781210/9022003781210,9022003781210,9022003781210,Enköping station,Enköping station,59.644447,17.086076,59.644447,17.086076,197,-240,-1
9022003793052/9022003700536,9022003793052,9022003700536,Skiljebomotet (Västerås),Stenhagen (Uppsala),59.613876,16.599517,59.848034,17.564211,196,-125,-0.03690581635665781
9022003780053/9022003780278,9022003780053,9022003780278,Lilla Malmen (Uppsala),Kumla 1 (Uppsala),59.753741,17.472406,59.754606,17.457219,195,1,0.014492753623188406
