edge_id,source_id,sink_id,source_name,sink_name,source_lat,source_lon,sink_lat,sink_lon,Record Count,delay,delay / travel time
9022003700021/9022003700525,9022003700021,9022003700525,Grindstugan (Uppsala),Uppsala Science Park (Uppsala),59.839989,17.63996,59.843157,17.638761,11251,-4,-0.06
9022003700525/9022003700021,9022003700525,9022003700021,Uppsala Science Park (Uppsala),Grindstugan (Uppsala),59.843157,17.638761,59.839989,17.63996,11216,-11,-0.13846153846153847
9022003700172/9022003700032,9022003700172,9022003700032,Skolgatan (Uppsala),Klostergatan (Uppsala),59.863106,17.635574,59.861158,17.636824,9808,-21,-0.1885245901639344
9022003700032/9022003700600,9022003700032,9022003700600,Klostergatan (Uppsala),Uppsala Centralstationen (Uppsala),59.861158,17.636824,59.858683,17.64372,9161,-40,-0.17733990147783252
9022003700032/9022003700172,9022003700032,9022003700172,Klostergatan (Uppsala),Skolgatan (Uppsala),59.861158,17.636824,59.863106,17.635574,8393,28,0.574468085106383
9022003700025/9022003700587,9022003700025,9022003700587,Akademiska sjukhuset södra (Uppsala),Akademiska sjukhuset (Uppsala),59.846323,17.638346,59.847473,17.642852,8360,-1,-0.01818181818181818
9022003700525/9022003700025,9022003700525,9022003700025,Uppsala Science Park (Uppsala),Akademiska sjukhuset södra (Uppsala),59.843157,17.638761,59.846323,17.638346,8360,0,0
9022003700587/9022003700578,9022003700587,9022003700578,Akademiska sjukhuset (Uppsala),Svandammen (Uppsala),59.847473,17.642852,59.854288,17.638927,8358,-73,-0.4427860696517413
9022003700025/9022003700525,9022003700025,9022003700525,Akademiska sjukhuset södra (Uppsala),Uppsala Science Park (Uppsala),59.846323,17.638346,59.843157,17.638761,8352,0,0
9022003700578/9022003700587,9022003700578,9022003700587,Svandammen (Uppsala),Akademiska sjukhuset (Uppsala),59.854288,17.638927,59.847473,17.642852,8352,0,0
9022003700162/9022003700172,9022003700162,9022003700172,Svartbäckens vårdcentral (Uppsala),Skolgatan (Uppsala),59.869091,17.628082,59.863106,17.635574,8349,-72,-0.3476190476190476
9022003700600/9022003700032,9022003700600,9022003700032,Uppsala Centralstationen (Uppsala),Klostergatan (Uppsala),59.858683,17.64372,59.861158,17.636824,8340,147,1.6153846153846154
9022003700172/9022003700162,9022003700172,9022003700162,Skolgatan (Uppsala),Svartbäckens vårdcentral (Uppsala),59.863106,17.635574,59.869091,17.628082,8239,17,0.16666666666666666
9022003700325/9022003700600,9022003700325,9022003700600,Bäverns gränd (Uppsala),Uppsala Centralstationen (Uppsala),59.856129,17.645311,59.858683,17.64372,8104,-76,-0.3560606060606061
9022003700062/9022003700600,9022003700062,9022003700600,Vaksala torg (Uppsala),Uppsala Centralstationen (Uppsala),59.861884,17.645968,59.858683,17.64372,8091,-35,-0.13565891472868216
9022003700600/9022003700062,9022003700600,9022003700062,Uppsala Centralstationen (Uppsala),Vaksala torg (Uppsala),59.858683,17.64372,59.861884,17.645968,8006,147,1.7692307692307692
9022003700578/9022003700325,9022003700578,9022003700325,Svandammen (Uppsala),Bäverns gränd (Uppsala),59.854288,17.638927,59.856129,17.645311,7615,62,0.797752808988764
9022003700494/9022003700025,9022003700494,9022003700025,Akademiska ingång 78-85 (Uppsala),Akademiska sjukhuset södra (Uppsala),59.84732,17.641577,59.846323,17.638346,7552,0,0
9022003700587/9022003700494,9022003700587,9022003700494,Akademiska sjukhuset (Uppsala),Akademiska ingång 78-85 (Uppsala),59.847473,17.642852,59.84732,17.641577,7552,-3,-0.05660377358490566
9022003700600/9022003700325,9022003700600,9022003700325,Uppsala Centralstationen (Uppsala),Bäverns gränd (Uppsala),59.858683,17.64372,59.856129,17.645311,7281,91,1.1910112359550562
9022003700259/9022003700600,9022003700259,9022003700600,Samariterhemmet (Uppsala),Uppsala Centralstationen (Uppsala),59.855191,17.650096,59.858683,17.64372,7111,-85,-0.4090909090909091
9022003700600/9022003700259,9022003700600,9022003700259,Uppsala Centralstationen (Uppsala),Samariterhemmet (Uppsala),59.858683,17.64372,59.855191,17.650096,7068,97,1.4193548387096775
9022003700325/9022003700578,9022003700325,9022003700578,Bäverns gränd (Uppsala),Svandammen (Uppsala),59.856129,17.645311,59.854288,17.638927,6756,31,0.36
9022003700064/9022003700001,9022003700064,9022003700001,Trädgårdsgatan (Uppsala),Stora Torget (Uppsala),59.857322,17.636399,59.858594,17.639199,5822,-110,-0.5714285714285714
9022003700065/9022003700064,9022003700065,9022003700064,Slottsbacken (Uppsala),Trädgårdsgatan (Uppsala),59.85489,17.632428,59.857322,17.636399,5816,34,1
9022003700001/9022003700064,9022003700001,9022003700064,Stora Torget (Uppsala),Trädgårdsgatan (Uppsala),59.858594,17.639199,59.857322,17.636399,5807,85,1.6376811594202898
9022003700064/9022003700065,9022003700064,9022003700065,Trädgårdsgatan (Uppsala),Slottsbacken (Uppsala),59.857322,17.636399,59.85489,17.632428,5804,14,0.3170731707317073
9022003700063/9022003700600,9022003700063,9022003700600,Vaksalagatan (Uppsala),Uppsala Centralstationen (Uppsala),59.860707,17.643421,59.858683,17.64372,5751,-160,-0.5490909090909091
9022003700600/9022003700063,9022003700600,9022003700063,Uppsala Centralstationen (Uppsala),Vaksalagatan (Uppsala),59.858683,17.64372,59.860707,17.643421,5732,118,1.9636363636363636
9022003700575/9022003700583,9022003700575,9022003700583,Blåsenhus (Uppsala),Evolutionsmuseet (Uppsala),59.851765,17.630508,59.850498,17.624121,5225,3,0.0967741935483871
9022003700583/9022003700069,9022003700583,9022003700069,Evolutionsmuseet (Uppsala),Birkagatan (Uppsala),59.850498,17.624121,59.846989,17.61747,5225,0,0
9022003700069/9022003700070,9022003700069,9022003700070,Birkagatan (Uppsala),Sommarro (Uppsala),59.846989,17.61747,59.843355,17.616666,5225,7,0.14583333333333334
9022003700070/9022003700071,9022003700070,9022003700071,Sommarro (Uppsala),Lindsbergsgatan (Uppsala),59.843355,17.616666,59.84185,17.61646,5222,1,0.025
9022003700069/9022003700583,9022003700069,9022003700583,Birkagatan (Uppsala),Evolutionsmuseet (Uppsala),59.846989,17.61747,59.850498,17.624121,5211,-2,-0.023255813953488372
9022003700583/9022003700575,9022003700583,9022003700575,Evolutionsmuseet (Uppsala),Blåsenhus (Uppsala),59.850498,17.624121,59.851765,17.630508,5211,-4,-0.07547169811320754
9022003700072/9022003700070,9022003700072,9022003700070,Täljstenen (Uppsala),Sommarro (Uppsala),59.839678,17.613791,59.843355,17.616666,5211,1,0.011904761904761904
9022003700071/9022003700072,9022003700071,9022003700072,Lindsbergsgatan (Uppsala),Täljstenen (Uppsala),59.84185,17.61646,59.839678,17.613791,5206,-45,-0.4020618556701031
9022003700070/9022003700069,9022003700070,9022003700069,Sommarro (Uppsala),Birkagatan (Uppsala),59.843355,17.616666,59.846989,17.61747,5205,-10,-0.14814814814814814
9022003700016/9022003700014,9022003700016,9022003700014,Linrepevägen (Uppsala),Gottsunda torg (Uppsala),59.813073,17.63415,59.811287,17.62694,5138,-11,-0.08208955223880597
9022003700593/9022003700066,9022003700593,9022003700066,Uppsala Akademiska sjukhuset västra,Segerstedthuset (Uppsala),59.849367,17.636426,59.852982,17.633394,4999,3,0.05084745762711865
9022003700066/9022003700593,9022003700066,9022003700593,Segerstedthuset (Uppsala),Uppsala Akademiska sjukhuset västra,59.852982,17.633394,59.849367,17.636426,4971,-2,-0.037037037037037035
9022003700014/9022003700016,9022003700014,9022003700016,Gottsunda torg (Uppsala),Linrepevägen (Uppsala),59.811287,17.62694,59.813073,17.63415,4954,51,0.7313432835820896
9022003700600/9022003700617,9022003700600,9022003700617,Uppsala Centralstationen (Uppsala),Uppsala Regionens hus,59.858683,17.64372,59.860449,17.64587,4897,18,0.175
9022003781210/9022003781199,9022003781210,9022003781199,Enköping station,S:t Ilian (Enköping),59.644447,17.086076,59.643688,17.081986,4888,30,0.5681818181818182
9022003700204/9022003700513,9022003700204,9022003700513,Möllersvärdsgatan (Uppsala),Uppsala Business Park västra (Uppsala),59.851727,17.696839,59.850242,17.700823,4741,-23,-0.4
9022003700513/9022003700204,9022003700513,9022003700204,Uppsala Business Park västra (Uppsala),Möllersvärdsgatan (Uppsala),59.850242,17.700823,59.851727,17.696839,4734,21,0.6486486486486487
9022003700541/9022003700146,9022003700541,9022003700146,Molngatan (Uppsala),Österängsgatan norra (Uppsala),59.86984,17.66312,59.866155,17.655148,4728,21,0.14925373134328357
9022003700581/9022003700062,9022003700581,9022003700062,Väderkvarnsgatan (Uppsala),Vaksala torg (Uppsala),59.864202,17.643918,59.861884,17.645968,4722,-12,-0.1076923076923077
9022003700146/9022003700541,9022003700146,9022003700541,Österängsgatan norra (Uppsala),Molngatan (Uppsala),59.866155,17.655148,59.86984,17.66312,4670,50,0.8411214953271028
9022003700062/9022003700581,9022003700062,9022003700581,Vaksala torg (Uppsala),Väderkvarnsgatan (Uppsala),59.861884,17.645968,59.864202,17.643918,4654,79,0.927536231884058
9022003700224/9022003700225,9022003700224,9022003700225,Veterinärvägen (Uppsala),Campus Ultuna (Uppsala),59.818594,17.658609,59.815615,17.659121,4592,-24,-0.2898550724637681
9022003700225/9022003700224,9022003700225,9022003700224,Campus Ultuna (Uppsala),Veterinärvägen (Uppsala),59.815615,17.659121,59.818594,17.658609,4571,15,0.22972972972972974
9022003781199/9022003781210,9022003781199,9022003781210,S:t Ilian (Enköping),Enköping station,59.643688,17.081986,59.644447,17.086076,4541,3,0.02857142857142857
9022003700135/9022003700134,9022003700135,9022003700134,Levertinsgatan (Uppsala),Almqvistgatan (Uppsala),59.874018,17.653317,59.876488,17.655168,4479,0,0
9022003700132/9022003700002,9022003700132,9022003700002,Lagerlöfsgatan (Uppsala),Fredrika Bremersgatan (Uppsala),59.880933,17.655112,59.886818,17.654831,4479,-64,-0.33183856502242154
9022003700134/9022003700132,9022003700134,9022003700132,Almqvistgatan (Uppsala),Lagerlöfsgatan (Uppsala),59.876488,17.655168,59.880933,17.655112,4476,-55,-0.5294117647058824
9022003700525/9022003700593,9022003700525,9022003700593,Uppsala Science Park (Uppsala),Uppsala Akademiska sjukhuset västra,59.843157,17.638761,59.849367,17.636426,4474,17,0.18181818181818182
9022003700593/9022003700525,9022003700593,9022003700525,Uppsala Akademiska sjukhuset västra,Uppsala Science Park (Uppsala),59.849367,17.636426,59.843157,17.638761,4460,12,0.12371134020618557
9022003700134/9022003700135,9022003700134,9022003700135,Almqvistgatan (Uppsala),Levertinsgatan (Uppsala),59.876488,17.655168,59.874018,17.653317,4427,-25,-0.375
9022003700132/9022003700134,9022003700132,9022003700134,Lagerlöfsgatan (Uppsala),Almqvistgatan (Uppsala),59.880933,17.655112,59.876488,17.655168,4427,26,0.4126984126984127
9022003700135/9022003700137,9022003700135,9022003700137,Levertinsgatan (Uppsala),Bureusgatan (Uppsala),59.874018,17.653317,59.870234,17.64725,4427,26,0.24369747899159663
9022003700002/9022003700132,9022003700002,9022003700132,Fredrika Bremersgatan (Uppsala),Lagerlöfsgatan (Uppsala),59.886818,17.654831,59.880933,17.655112,4403,8,0.06338028169014084
9022003700137/9022003700135,9022003700137,9022003700135,Bureusgatan (Uppsala),Levertinsgatan (Uppsala),59.870234,17.64725,59.874018,17.653317,4398,7,0.06206896551724138
9022003700333/9022003700547,9022003700333,9022003700547,Kungsängsesplanaden (Uppsala),Stålgatan södra (Uppsala),59.850218,17.659028,59.845717,17.67382,4343,14,0.08900523560209424
9022003700547/9022003700333,9022003700547,9022003700333,Stålgatan södra (Uppsala),Kungsängsesplanaden (Uppsala),59.845717,17.67382,59.850218,17.659028,4322,-80,-0.423963133640553
9022003700021/9022003700022,9022003700021,9022003700022,Grindstugan (Uppsala),Rosendals skola (Uppsala),59.839989,17.63996,59.832806,17.640636,4308,6,0.05714285714285714
9022003700022/9022003700020,9022003700022,9022003700020,Rosendals skola (Uppsala),Tallbacksvägen (Uppsala),59.832806,17.640636,59.826865,17.630109,4308,19,0.19767441860465115
9022003700020/9022003700579,9022003700020,9022003700579,Tallbacksvägen (Uppsala),Slädvägen (Uppsala),59.826865,17.630109,59.823037,17.626494,4308,9,0.16129032258064516
9022003700147/9022003700062,9022003700147,9022003700062,Torkelsgatan norra (Uppsala),Vaksala torg (Uppsala),59.864098,17.650696,59.861884,17.645968,4252,23,0.45588235294117646
9022003700022/9022003700021,9022003700022,9022003700021,Rosendals skola (Uppsala),Grindstugan (Uppsala),59.832806,17.640636,59.839989,17.63996,4247,7,0.047619047619047616
9022003700579/9022003700020,9022003700579,9022003700020,Slädvägen (Uppsala),Tallbacksvägen (Uppsala),59.823037,17.626494,59.826865,17.630109,4246,7,0.11666666666666667
9022003700146/9022003700147,9022003700146,9022003700147,Österängsgatan norra (Uppsala),Torkelsgatan norra (Uppsala),59.866155,17.655148,59.864098,17.650696,4246,-1,-0.016129032258064516
9022003700020/9022003700022,9022003700020,9022003700022,Tallbacksvägen (Uppsala),Rosendals skola (Uppsala),59.826865,17.630109,59.832806,17.640636,4224,20,0.20987654320987653
9022003700065/9022003700575,9022003700065,9022003700575,Slottsbacken (Uppsala),Blåsenhus (Uppsala),59.85489,17.632428,59.851765,17.630508,4181,12,0.1774193548387097
9022003700147/9022003700146,9022003700147,9022003700146,Torkelsgatan norra (Uppsala),Österängsgatan norra (Uppsala),59.864098,17.650696,59.866155,17.655148,4114,-1,-0.023809523809523808
9022003700062/9022003700147,9022003700062,9022003700147,Vaksala torg (Uppsala),Torkelsgatan norra (Uppsala),59.861884,17.645968,59.864098,17.650696,4114,27,0.2457627118644068
9022003700575/9022003700065,9022003700575,9022003700065,Blåsenhus (Uppsala),Slottsbacken (Uppsala),59.851765,17.630508,59.85489,17.632428,4109,1,0.012195121951219513
9022003700201/9022003700203,9022003700201,9022003700203,Axel Johanssons gata (Uppsala),Hanselligatan (Uppsala),59.857169,17.689901,59.852417,17.693808,3980,-15,-0.13392857142857142
9022003700203/9022003700201,9022003700203,9022003700201,Hanselligatan (Uppsala),Axel Johanssons gata (Uppsala),59.852417,17.693808,59.857169,17.689901,3979,3,0.0379746835443038
9022003700172/9022003700063,9022003700172,9022003700063,Skolgatan (Uppsala),Vaksalagatan (Uppsala),59.863106,17.635574,59.860707,17.643421,3976,60,0.922077922077922
9022003700539/9022003700259,9022003700539,9022003700259,Strandbodgatan (Uppsala),Samariterhemmet (Uppsala),59.853083,17.653834,59.855191,17.650096,3973,8,0.16666666666666666
9022003700336/9022003700335,9022003700336,9022003700335,Kuggebro (Uppsala),Östra Vindbrovägen (Uppsala),59.832305,17.690761,59.84405,17.673601,3972,13,0.12871287128712872
9022003700334/9022003700333,9022003700334,9022003700333,Vimpelgatan (Uppsala),Kungsängsesplanaden (Uppsala),59.8482,17.662699,59.850218,17.659028,3972,-3,-0.04285714285714286
9022003700333/9022003700539,9022003700333,9022003700539,Kungsängsesplanaden (Uppsala),Strandbodgatan (Uppsala),59.850218,17.659028,59.853083,17.653834,3972,-11,-0.14925373134328357
9022003700335/9022003700334,9022003700335,9022003700334,Östra Vindbrovägen (Uppsala),Vimpelgatan (Uppsala),59.84405,17.673601,59.8482,17.662699,3972,-34,-0.30275229357798167
9022003700063/9022003700172,9022003700063,9022003700172,Vaksalagatan (Uppsala),Skolgatan (Uppsala),59.860707,17.643421,59.863106,17.635574,3945,35,0.37735849056603776
9022003700062/9022003700001,9022003700062,9022003700001,Vaksala torg (Uppsala),Stora Torget (Uppsala),59.861884,17.645968,59.858594,17.639199,3934,-81,-0.2787456445993031
9022003700539/9022003700333,9022003700539,9022003700333,Strandbodgatan (Uppsala),Kungsängsesplanaden (Uppsala),59.853083,17.653834,59.850218,17.659028,3896,-18,-0.2159090909090909
9022003700335/9022003700336,9022003700335,9022003700336,Östra Vindbrovägen (Uppsala),Kuggebro (Uppsala),59.84405,17.673601,59.832305,17.690761,3896,6,0.06593406593406594
9022003700334/9022003700335,9022003700334,9022003700335,Vimpelgatan (Uppsala),Östra Vindbrovägen (Uppsala),59.8482,17.662699,59.84405,17.673601,3896,15,0.1836734693877551
9022003700333/9022003700334,9022003700333,9022003700334,Kungsängsesplanaden (Uppsala),Vimpelgatan (Uppsala),59.850218,17.659028,59.8482,17.662699,3896,0,0
9022003700259/9022003700539,9022003700259,9022003700539,Samariterhemmet (Uppsala),Strandbodgatan (Uppsala),59.855191,17.650096,59.853083,17.653834,3894,32,0.6071428571428571
9022003700201/9022003700053,9022003700201,9022003700053,Axel Johanssons gata (Uppsala),Årstagården (Uppsala),59.857169,17.689901,59.861087,17.685231,3874,25,0.3472222222222222
9022003700053/9022003700636,9022003700053,9022003700636,Årstagården (Uppsala),Uppsala Årsta torg,59.861087,17.685231,59.865787,17.681747,3874,-3,-0.0379746835443038
9022003700001/9022003700062,9022003700001,9022003700062,Stora Torget (Uppsala),Vaksala torg (Uppsala),59.858594,17.639199,59.861884,17.645968,3870,125,1.4415584415584415
9022003700053/9022003700201,9022003700053,9022003700201,Årstagården (Uppsala),Axel Johanssons gata (Uppsala),59.861087,17.685231,59.857169,17.689901,3836,19,0.2894736842105263
9022003700636/9022003700053,9022003700636,9022003700053,Uppsala Årsta torg,Årstagården (Uppsala),59.865787,17.681747,59.861087,17.685231,3815,0,0
9022003700125/9022003700126,9022003700125,9022003700126,Djäknegatan (Uppsala),Portalgatan (Uppsala),59.87136,17.639224,59.867586,17.63948,3780,-2,-0.03
9022003700126/9022003700125,9022003700126,9022003700125,Portalgatan (Uppsala),Djäknegatan (Uppsala),59.867586,17.63948,59.87136,17.639224,3737,0,0
9022003700110/9022003700591,9022003700110,9022003700591,Saluhallen (Uppsala),Stadsbiblioteket (Uppsala),59.859532,17.632414,59.861031,17.635638,3693,0,0
9022003700622/9022003700600,9022003700622,9022003700600,Uppsala Stadshuset,Uppsala Centralstationen (Uppsala),59.86072,17.643797,59.858683,17.64372,3690,-4,-0.03333333333333333
9022003700591/9022003700110,9022003700591,9022003700110,Stadsbiblioteket (Uppsala),Saluhallen (Uppsala),59.861031,17.635638,59.859532,17.632414,3657,21,0.4
9022003700170/9022003700169,9022003700170,9022003700169,Gnejsvägen (Uppsala),Västertorg (Uppsala),59.839828,17.596263,59.840677,17.602445,3620,-7,-0.09090909090909091
9022003700166/9022003700072,9022003700166,9022003700072,Glimmervägen (Uppsala),Täljstenen (Uppsala),59.840059,17.608263,59.839678,17.613791,3620,-8,-0.08163265306122448
9022003700072/9022003700166,9022003700072,9022003700166,Täljstenen (Uppsala),Glimmervägen (Uppsala),59.839678,17.613791,59.840059,17.608263,3573,0,0
9022003700169/9022003700170,9022003700169,9022003700170,Västertorg (Uppsala),Gnejsvägen (Uppsala),59.840677,17.602445,59.839828,17.596263,3559,7,0.15217391304347827
9022003781002/9022003781199,9022003781002,9022003781199,Gustav Adolfs plan (Enköping),S:t Ilian (Enköping),59.636758,17.075465,59.643688,17.081986,3507,-45,-0.22265625
9022003781199/9022003781002,9022003781199,9022003781002,S:t Ilian (Enköping),Gustav Adolfs plan (Enköping),59.643688,17.081986,59.636758,17.075465,3478,-3,-0.0196078431372549
9022003700085/9022003700086,9022003700085,9022003700086,Entitparken (Uppsala),Långvägen (Uppsala),59.799628,17.644158,59.796724,17.641237,3469,5,0.11428571428571428
9022003700086/9022003700392,9022003700086,9022003700392,Långvägen (Uppsala),Svankärrsvägen (Uppsala),59.796724,17.641237,59.792518,17.643464,3468,-17,-0.2537313432835821
9022003700083/9022003700085,9022003700083,9022003700085,Morkullevägen (Uppsala),Entitparken (Uppsala),59.803049,17.644097,59.799628,17.644158,3463,12,0.39285714285714285
9022003700392/9022003700393,9022003700392,9022003700393,Svankärrsvägen (Uppsala),Trasthagen (Uppsala),59.792518,17.643464,59.789335,17.645711,3463,-12,-0.225
9022003700066/9022003700065,9022003700066,9022003700065,Segerstedthuset (Uppsala),Slottsbacken (Uppsala),59.852982,17.633394,59.85489,17.632428,3433,3,0.05
9022003700572/9022003700021,9022003700572,9022003700021,Polacksbacken (Uppsala),Grindstugan (Uppsala),59.840257,17.647825,59.839989,17.63996,3391,0,0
9022003700574/9022003700222,9022003700574,9022003700222,Ekudden (Uppsala),Kronparksgården (Uppsala),59.827178,17.654075,59.828995,17.651215,3391,0,0
9022003700218/9022003700572,9022003700218,9022003700572,Lundellska skolan (Uppsala),Polacksbacken (Uppsala),59.838602,17.65123,59.840257,17.647825,3391,-1,-0.010526315789473684
9022003700221/9022003700400,9022003700221,9022003700400,Gustaf Kjellbergs väg (Uppsala),Lägerhyddsvägen (Uppsala),59.831564,17.649877,59.839062,17.651041,3391,-11,-0.1326530612244898
9022003700223/9022003700574,9022003700223,9022003700574,SVA (Uppsala),Ekudden (Uppsala),59.822189,17.65642,59.827178,17.654075,3391,-21,-0.21138211382113822
9022003700400/9022003700218,9022003700400,9022003700218,Lägerhyddsvägen (Uppsala),Lundellska skolan (Uppsala),59.839062,17.651041,59.838602,17.65123,3391,-19,-0.26666666666666666
9022003700224/9022003700223,9022003700224,9022003700223,Veterinärvägen (Uppsala),SVA (Uppsala),59.818594,17.658609,59.822189,17.65642,3391,-1,-0.016666666666666666
9022003700221/9022003700222,9022003700221,9022003700222,Gustaf Kjellbergs väg (Uppsala),Kronparksgården (Uppsala),59.831564,17.649877,59.828995,17.651215,3386,23,0.46
9022003700572/9022003700218,9022003700572,9022003700218,Polacksbacken (Uppsala),Lundellska skolan (Uppsala),59.840257,17.647825,59.838602,17.65123,3386,-34,-0.2733812949640288
9022003700400/9022003700221,9022003700400,9022003700221,Lägerhyddsvägen (Uppsala),Gustaf Kjellbergs väg (Uppsala),59.839062,17.651041,59.831564,17.649877,3386,-2,-0.02702702702702703
9022003700222/9022003700574,9022003700222,9022003700574,Kronparksgården (Uppsala),Ekudden (Uppsala),59.828995,17.651215,59.827178,17.654075,3386,16,0.3783783783783784
9022003700223/9022003700224,9022003700223,9022003700224,SVA (Uppsala),Veterinärvägen (Uppsala),59.822189,17.65642,59.818594,17.658609,3386,1,0.02702702702702703
9022003700574/9022003700223,9022003700574,9022003700223,Ekudden (Uppsala),SVA (Uppsala),59.827178,17.654075,59.822189,17.65642,3386,-15,-0.17857142857142858
9022003700218/9022003700400,9022003700218,9022003700400,Lundellska skolan (Uppsala),Lägerhyddsvägen (Uppsala),59.838602,17.65123,59.839062,17.651041,3386,-8,-0.13725490196078433
9022003700021/9022003700572,9022003700021,9022003700572,Grindstugan (Uppsala),Polacksbacken (Uppsala),59.839989,17.63996,59.840257,17.647825,3386,-48,-0.3310344827586207
9022003700222/9022003700221,9022003700222,9022003700221,Kronparksgården (Uppsala),Gustaf Kjellbergs väg (Uppsala),59.828995,17.651215,59.831564,17.649877,3385,27,0.4024390243902439
9022003700065/9022003700066,9022003700065,9022003700066,Slottsbacken (Uppsala),Segerstedthuset (Uppsala),59.85489,17.632428,59.852982,17.633394,3358,12,0.2653061224489796
9022003700086/9022003700085,9022003700086,9022003700085,Långvägen (Uppsala),Entitparken (Uppsala),59.796724,17.641237,59.799628,17.644158,3343,3,0.06382978723404255
9022003700085/9022003700083,9022003700085,9022003700083,Entitparken (Uppsala),Morkullevägen (Uppsala),59.799628,17.644158,59.803049,17.644097,3343,0,0
9022003700393/9022003700392,9022003700393,9022003700392,Trasthagen (Uppsala),Svankärrsvägen (Uppsala),59.789335,17.645711,59.792518,17.643464,3326,12,0.24390243902439024
9022003700392/9022003700086,9022003700392,9022003700086,Svankärrsvägen (Uppsala),Långvägen (Uppsala),59.792518,17.643464,59.796724,17.641237,3326,-10,-0.10989010989010989
9022003700536/9022003700104,9022003700536,9022003700104,Stenhagen (Uppsala),Flogsta centrum (Uppsala),59.848034,17.564211,59.852083,17.587641,3314,-19,-0.15079365079365079
9022003700212/9022003700488,9022003700212,9022003700488,Stenröset (Uppsala),Stenhagens centrum (Uppsala),59.852678,17.564063,59.850824,17.558987,3287,-5,-0.10638297872340426
9022003700213/9022003700212,9022003700213,9022003700212,Stenhällen (Uppsala),Stenröset (Uppsala),59.854891,17.56841,59.852678,17.564063,3287,6,0.11688311688311688
9022003700610/9022003700214,9022003700610,9022003700214,Hedensbergsvägen (Uppsala),Gatstenen (Uppsala),59.850917,17.572232,59.853822,17.571173,3287,-2,-0.04
9022003700214/9022003700213,9022003700214,9022003700213,Gatstenen (Uppsala),Stenhällen (Uppsala),59.853822,17.571173,59.854891,17.56841,3287,6,0.2727272727272727
9022003700104/9022003700610,9022003700104,9022003700610,Flogsta centrum (Uppsala),Hedensbergsvägen (Uppsala),59.852083,17.587641,59.850917,17.572232,3287,33,0.5
9022003700617/9022003700622,9022003700617,9022003700622,Uppsala Regionens hus,Uppsala Stadshuset,59.860449,17.64587,59.86072,17.643797,3274,49,1.5517241379310345
9022003700129/9022003700172,9022003700129,9022003700172,Ekonomikum (Uppsala),Skolgatan (Uppsala),59.860404,17.620003,59.863106,17.635574,3268,-14,-0.0783132530120482
9022003700172/9022003700129,9022003700172,9022003700129,Skolgatan (Uppsala),Ekonomikum (Uppsala),59.863106,17.635574,59.860404,17.620003,3259,53,0.375886524822695
9022003700104/9022003700536,9022003700104,9022003700536,Flogsta centrum (Uppsala),Stenhagen (Uppsala),59.852083,17.587641,59.848034,17.564211,3254,7,0.06422018348623854
9022003700368/9022003700369,9022003700368,9022003700369,Tunabergsallén (Uppsala),Tuna backar (Uppsala),59.878229,17.622938,59.875571,17.624311,3235,0,0
9022003700369/9022003700162,9022003700369,9022003700162,Tuna backar (Uppsala),Svartbäckens vårdcentral (Uppsala),59.875571,17.624311,59.869091,17.628082,3235,51,0.7567567567567568
9022003700137/9022003700139,9022003700137,9022003700139,Bureusgatan (Uppsala),Kvarntorget (Uppsala),59.870234,17.64725,59.866282,17.646693,3226,-20,-0.1652892561983471
9022003700213/9022003700214,9022003700213,9022003700214,Stenhällen (Uppsala),Gatstenen (Uppsala),59.854891,17.56841,59.853822,17.571173,3185,13,0.47058823529411764
9022003700214/9022003700610,9022003700214,9022003700610,Gatstenen (Uppsala),Hedensbergsvägen (Uppsala),59.853822,17.571173,59.850917,17.572232,3185,-1,-0.0196078431372549
9022003700212/9022003700213,9022003700212,9022003700213,Stenröset (Uppsala),Stenhällen (Uppsala),59.852678,17.564063,59.854891,17.56841,3185,18,0.30985915492957744
9022003700369/9022003700368,9022003700369,9022003700368,Tuna backar (Uppsala),Tunabergsallén (Uppsala),59.875571,17.624311,59.878229,17.622938,3176,-2,-0.047619047619047616
9022003700162/9022003700369,9022003700162,9022003700369,Svartbäckens vårdcentral (Uppsala),Tuna backar (Uppsala),59.869091,17.628082,59.875571,17.624311,3176,27,0.3197278911564626
9022003700259/9022003700333,9022003700259,9022003700333,Samariterhemmet (Uppsala),Kungsängsesplanaden (Uppsala),59.855191,17.650096,59.850218,17.659028,3175,12,0.11023622047244094
9022003700581/9022003700139,9022003700581,9022003700139,Väderkvarnsgatan (Uppsala),Kvarntorget (Uppsala),59.864202,17.643918,59.866282,17.646693,3171,10,0.22727272727272727
9022003700139/9022003700137,9022003700139,9022003700137,Kvarntorget (Uppsala),Bureusgatan (Uppsala),59.866282,17.646693,59.870234,17.64725,3171,22,0.36666666666666664
9022003700610/9022003700104,9022003700610,9022003700104,Hedensbergsvägen (Uppsala),Flogsta centrum (Uppsala),59.850917,17.572232,59.852083,17.587641,3164,-19,-0.12903225806451613
9022003700333/9022003700259,9022003700333,9022003700259,Kungsängsesplanaden (Uppsala),Samariterhemmet (Uppsala),59.850218,17.659028,59.855191,17.650096,3161,-13,-0.10666666666666667
9022003700315/9022003700316,9022003700315,9022003700316,Ärna bro (Uppsala),Ärna gård (Uppsala),59.9097,17.607728,59.90406,17.610426,3146,0,0
9022003700316/9022003700317,9022003700316,9022003700317,Ärna gård (Uppsala),Lilla Myrby (Uppsala),59.90406,17.610426,59.893152,17.615677,3146,-3,-0.047619047619047616
